Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,4,2,4,3,2,1,0,0
2,0,0,1,0,3,7,8,4
3,0,0,0,1,4,8,5,6
4,0,0,4,2,2,3,0,0
5,0,0,0,1,0,1,3,2
6,0,0,0,4,2,5,3,0
7,2,1,3,1,3,3,0,0
8,0,0,0,3,5,8,10,6
9,2,5,7,5,7,3,0,1
10,2,2,6,5,5,2,0,0
11,2,1,5,6,1,1,0,0
12,1,3,6,4,5,9,2,0
13,0,0,0,1,0,5,11,14
14,0,3,1,3,3,3,1,0
15,0,0,0,0,0,1,8,5
16,1,2,3,3,3,1,0,0
17,1,2,7,0,1,1,1,0
18,0,0,0,1,1,4,5,9
19,0,0,3,2,2,4,2,0
20,1,0,0,3,1,2,2,0
21,0,0,0,0,2,7,5,6
22,0,1,0,4,4,4,1,1
23,0,0,0,1,1,3,2,1
24,8,4,2,2,2,0,0,0
25,0,0,0,0,1,5,9,5
26,0,0,0,2,2,4,10,8
27,2,6,3,4,1,0,0,0
28,5,6,7,3,1,0,0,0
29,0,0,0,2,6,4,6,8
30,2,2,3,0,1,0,0,0
31,0,1,4,1,3,5,5,2
32,0,2,0,4,1,1,0,0
33,0,0,0,0,4,1,4,2
34,0,1,0,4,7,6,3,1
35,3,10,4,5,4,0,0,0
36,1,0,1,6,6,5,8,3
37,0,0,3,3,4,6,0,0
38,0,1,2,2,4,2,0,0
39,2,2,4,3,2,3,2,0
40,0,0,0,0,1,4,6,11
41,1,5,3,3,0,0,0,0
42,1,1,1,3,5,1,0,0
43,0,0,1,1,2,2,1,5
44,0,1,5,7,7,6,6,2
45,0,0,1,0,0,2,0,3
46,0,1,1,1,3,4,4,1
47,1,2,3,4,3,2,3,0
48,0,1,6,4,4,3,2,0
49,0,1,3,3,5,5,4,2
50,0,0,0,2,5,0,0,1
51,4,6,10,6,1,0,0,0
52,1,4,6,6,10,4,1,0
53,0,0,2,8,6,10,2,6
54,2,7,5,4,1,0,0,0
55,1,3,6,6,2,3,0,0
56,0,0,1,3,6,4,5,2
57,1,5,3,4,6,0,0,0
58,0,0,0,0,1,1,3,4
59,3,2,4,1,0,0,0,0
60,0,0,0,0,0,5,7,13
61,0,0,2,7,3,3,2,0
62,1,2,2,4,3,3,1,1
63,0,0,2,0,2,3,6,11
64,1,1,2,6,1,2,0,0
65,0,0,0,0,2,3,3,9
66,0,1,1,7,5,5,0,2
67,0,0,0,2,3,2,3,1
68,1,7,7,6,4,2,1,1
69,0,0,1,4,1,7,2,0
70,0,0,2,5,6,4,5,3
71,0,2,5,3,6,3,0,0
72,0,0,0,0,0,2,7,1
73,0,0,0,3,1,0,2,0
74,2,6,8,5,1,2,0,0
75,0,2,3,5,7,2,1,1
76,2,4,5,7,3,1,1,0
77,5,6,4,1,0,0,0,0
78,0,0,0,2,1,1,2,3
79,6,7,5,2,1,1,0,0
80,0,0,1,0,4,1,0,0
81,0,0,1,3,6,5,9,3
82,7,6,4,4,3,0,0,0
83,0,1,0,1,5,3,4,1
84,0,0,0,0,1,4,3,4
85,4,3,5,3,3,3,0,0
86,0,0,1,1,3,3,4,5
87,1,3,6,5,6,3,1,0
88,3,6,5,6,5,3,0,0
89,1,7,8,6,9,1,0,0
90,7,5,4,1,1,0,0,0
91,0,0,0,1,2,5,6,8
92,0,0,0,1,4,6,7,7
93,1,2,2,5,4,2,5,0
94,3,2,6,2,1,2,0,0
95,2,5,3,6,9,0,3,0
96,0,0,0,4,5,6,8,2
97,1,6,6,3,0,0,0,0
98,0,1,0,3,6,15,6,6
99,1,2,0,2,1,0,0,0
100,0,0,0,2,7,2,2,1
101,0,0,0,0,1,0,8,1
102,0,0,3,3,6,3,6,2
103,0,1,5,5,3,3,0,0
104,0,0,0,0,2,3,12,5
105,0,1,2,1,4,4,1,2
106,0,0,0,0,1,1,2,2
107,1,4,3,4,3,0,0,0
108,0,1,3,3,6,6,3,3
109,0,1,6,2,1,0,0,0
110,4,3,4,0,0,0,0,0
111,1,4,1,1,2,1,0,0
112,0,0,1,2,2,5,3,3
113,0,3,5,4,5,2,2,0
114,0,0,0,3,7,6,7,6
115,1,5,4,3,1,2,0,0
116,1,0,4,9,12,5,5,1
117,0,0,0,0,5,3,10,9
118,0,0,2,3,2,5,2,1
119,0,0,0,0,2,6,9,11
120,0,0,3,7,2,4,1,1
121,4,2,4,6,7,1,0,0
122,1,6,10,4,7,2,2,0
123,0,0,1,5,6,3,2,1
124,0,0,3,1,2,4,0,0
125,0,4,4,2,0,1,0,0
126,0,1,0,4,5,8,2,3
127,0,0,0,0,1,3,10,15
128,0,0,0,2,1,7,10,7
129,4,2,1,3,0,0,0,0
130,0,1,1,8,4,2,6,0
