Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,1,7,5,2,2,1,0,0
2,0,0,2,0,2,8,7,6
3,0,0,0,0,1,9,5,8
4,1,3,6,4,5,4,2,1
5,0,0,0,0,2,1,6,4
6,0,0,4,3,3,5,2,0
7,2,1,9,1,0,2,0,0
8,0,0,0,0,3,4,13,4
9,1,4,4,7,3,3,0,0
10,2,2,8,11,4,3,1,0
11,4,3,5,1,1,0,0,0
12,1,3,9,7,13,2,0,0
13,0,0,1,0,7,14,13,10
14,0,1,2,8,2,3,0,0
15,0,0,0,0,0,0,5,7
16,0,0,5,1,0,1,0,0
17,3,6,3,7,4,2,0,0
18,0,0,0,1,0,6,4,7
19,2,2,2,4,5,6,0,0
20,0,0,3,2,5,2,1,1
21,0,0,0,1,1,2,3,15
22,1,0,2,2,4,2,0,0
23,0,0,0,0,3,6,4,2
24,10,5,5,1,0,0,0,0
25,0,0,0,0,2,2,5,8
26,0,0,0,0,2,4,6,3
27,1,1,5,1,1,2,1,0
28,7,8,2,2,2,0,0,0
29,0,0,0,0,0,4,7,7
30,1,2,5,4,1,1,0,0
31,0,0,2,8,6,4,5,1
32,4,4,1,2,1,0,0,0
33,0,0,0,0,1,5,3,6
34,0,1,5,3,10,8,7,2
35,5,7,7,5,4,0,0,0
36,0,2,5,7,12,10,3,1
37,0,1,6,3,1,3,1,0
38,1,3,2,5,1,2,0,0
39,1,0,4,4,9,3,0,0
40,0,0,0,0,1,4,3,7
41,5,7,5,4,0,0,0,0
42,0,5,1,5,11,2,1,1
43,0,0,0,0,0,4,4,5
44,0,1,5,8,9,9,5,3
45,0,0,0,0,3,5,8,2
46,0,1,2,1,3,10,4,4
47,0,0,0,5,7,6,1,0
48,1,5,2,7,3,1,0,0
49,0,1,3,3,6,4,3,0
50,0,1,0,1,1,4,3,1
51,6,8,9,7,4,3,0,0
52,1,0,5,6,4,4,1,2
53,0,2,1,4,10,2,5,3
54,3,11,3,7,2,1,0,0
55,2,4,12,6,4,2,0,0
56,0,0,4,5,9,8,5,3
57,0,0,6,5,2,2,0,0
58,0,0,0,0,1,4,3,2
59,3,2,3,0,3,0,0,0
60,0,0,0,0,3,7,3,11
61,0,3,1,5,8,9,1,2
62,0,1,2,2,6,2,2,1
63,0,0,0,1,5,6,12,10
64,0,1,4,6,4,3,3,0
65,0,0,0,0,1,1,1,5
66,0,1,2,7,8,8,2,0
67,0,0,2,4,0,3,0,2
68,4,4,12,9,4,2,1,0
69,0,0,0,4,3,2,1,0
70,0,2,2,5,2,11,11,3
71,0,3,1,6,1,4,2,0
72,0,0,2,2,1,4,6,1
73,0,0,0,1,4,8,4,1
74,3,5,13,11,5,1,0,1
75,1,4,3,8,5,2,1,1
76,3,5,9,4,3,0,3,0
77,4,3,5,3,2,0,0,0
