Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,9,7,8,1,0,0,0,0
2,0,0,0,0,2,5,11,5
3,0,0,0,0,2,4,4,7
4,1,2,1,3,3,1,1,0
5,0,0,0,1,4,3,4,2
6,0,0,1,0,2,2,1,1
7,1,0,1,3,1,2,0,0
8,0,0,0,0,8,10,8,5
9,0,2,5,2,2,4,3,2
10,4,2,6,5,6,2,0,0
11,3,2,1,2,1,1,0,0
12,0,0,3,7,8,3,1,0
13,0,0,0,1,1,4,7,5
14,0,2,4,2,1,1,0,0
15,0,0,0,0,2,3,3,5
16,1,2,2,0,2,0,0,0
17,1,5,5,2,3,1,0,0
18,0,0,0,1,0,3,3,7
19,0,1,1,7,5,1,3,0
20,1,0,2,1,2,2,0,0
21,0,0,0,1,1,8,5,3
22,0,0,4,1,1,0,0,2
23,0,0,1,2,1,3,2,0
24,1,7,7,4,4,0,0,0
25,0,0,0,0,2,1,8,10
26,0,0,1,1,2,4,8,3
27,2,2,3,5,1,0,0,0
28,4,6,4,2,1,0,0,0
29,0,0,0,0,5,1,4,0
30,2,2,2,0,0,0,0,0
31,0,0,2,2,2,4,4,0
32,5,2,3,5,1,0,0,0
33,0,0,0,0,0,4,3,4
34,0,1,1,2,4,8,6,3
35,3,7,10,1,2,0,0,0
36,0,1,4,3,8,11,4,0
37,2,3,2,2,3,2,0,2
38,0,6,0,2,2,2,0,0
39,0,0,2,4,6,3,2,0
40,0,0,0,0,1,3,2,10
41,1,1,3,1,0,0,0,0
42,1,5,4,8,6,2,2,0
43,0,0,0,0,0,1,6,2
44,0,1,3,1,5,4,5,2
45,0,0,0,4,3,5,4,0
46,0,0,3,5,2,6,3,0
47,0,1,2,6,4,5,1,3
48,1,2,8,6,2,0,0,0
49,0,2,2,0,2,2,2,0
50,0,0,0,2,7,2,2,0
51,5,7,4,2,4,0,0,0
52,0,0,6,3,3,1,0,0
53,0,0,1,6,9,5,1,2
54,6,11,6,2,3,0,0,0
55,3,4,1,5,5,0,1,0
56,0,2,0,7,7,8,7,0
57,1,1,1,4,0,3,0,0
58,0,0,0,1,0,1,4,2
59,4,2,5,1,1,0,0,0
60,0,0,0,0,0,5,5,6
61,0,0,2,3,6,2,4,2
62,0,1,0,2,0,2,2,1
63,0,0,0,1,5,4,9,7
64,1,1,4,3,4,1,0,0
65,0,0,0,0,0,3,3,4
66,0,1,6,6,2,3,1,2
67,0,0,0,3,4,4,1,0
68,0,4,2,2,3,2,3,0
69,0,0,0,3,3,2,2,1
70,0,0,3,4,5,1,4,0
71,0,0,6,3,1,3,4,0
72,0,1,0,0,4,2,2,5
73,0,0,0,2,4,4,1,0
74,2,6,14,6,5,1,0,0
75,0,0,4,9,2,4,0,1
76,1,4,4,6,4,0,1,0
77,3,7,6,2,0,0,0,0
78,0,0,0,0,1,2,4,5
79,7,6,2,3,0,0,0,0
80,0,1,2,2,3,4,1,2
81,0,0,0,0,0,5,7,4
82,5,3,3,0,0,0,0,0
83,0,0,0,2,2,1,3,0
84,0,0,0,0,0,1,6,1
85,0,3,2,4,3,2,0,0
86,0,0,0,0,1,4,4,2
87,1,5,7,6,7,0,1,0
88,3,2,8,3,3,1,0,0
89,0,9,4,8,2,3,0,0
90,5,7,4,3,0,0,0,0
91,0,0,0,0,0,3,5,2
92,0,1,0,3,1,14,2,4
93,1,3,1,5,4,3,1,1
94,1,5,5,7,0,0,1,0
95,0,1,1,2,2,3,3,0
96,0,0,0,2,4,3,7,4
97,3,2,8,2,1,1,0,0
98,0,1,2,2,6,6,5,2
99,0,1,1,1,0,0,0,0
100,0,0,0,1,4,4,5,2
101,0,0,0,0,0,1,3,7
102,1,0,0,5,4,5,4,0
103,1,3,4,4,1,3,0,0
104,0,0,0,0,1,5,7,6
105,0,1,2,3,5,4,2,0
106,0,0,2,1,3,1,4,2
107,2,3,0,1,6,1,1,0
108,0,0,2,2,4,6,3,2
109,1,1,6,3,1,3,1,0
110,3,5,1,1,0,0,0,0
111,2,3,9,4,1,0,0,0
112,0,0,0,0,4,2,2,2
113,1,2,5,6,10,5,2,0
114,0,0,1,2,1,8,5,9
115,0,3,3,4,3,1,0,0
116,0,2,6,1,9,4,2,2
117,0,0,0,0,0,5,8,11
118,0,0,1,1,2,3,0,0
119,0,0,0,1,6,5,8,12
120,0,1,4,1,3,3,4,1
121,3,6,8,2,4,1,1,1
122,2,2,8,7,4,3,3,0
123,1,1,2,5,2,1,2,0
124,0,1,1,3,5,2,0,0
125,4,2,4,2,1,0,1,0
126,0,1,0,2,5,3,1,0
127,0,0,0,0,1,3,5,13
128,0,0,0,1,4,4,6,8
129,3,5,5,1,0,0,0,0
130,0,2,0,2,4,4,4,1
131,0,3,4,3,3,2,1,1
132,0,0,0,1,3,3,3,4
133,0,0,1,0,0,3,3,1
134,0,0,0,1,1,1,5,2
135,0,0,0,0,1,7,8,7
136,2,2,3,3,0,3,0,0
137,2,7,4,5,2,1,0,0
138,0,0,0,0,0,3,4,10
139,9,2,6,3,2,0,0,0
140,0,0,0,0,1,2,10,7
141,1,10,7,8,3,1,0,0
142,0,0,0,2,4,3,3,0
143,3,7,4,4,0,2,0,0
144,0,6,3,3,3,1,1,1
145,0,0,0,1,1,3,1,1
146,1,1,2,1,1,1,0,0
147,2,1,2,3,6,3,1,0
148,0,0,4,5,3,2,1,1
149,1,2,1,3,0,2,0,1
150,0,0,0,0,4,1,4,1
151,0,0,2,5,6,8,5,5
152,1,0,1,2,1,3,1,0
153,0,3,3,0,3,0,0,0
154,1,0,1,3,0,3,2,1
155,0,1,7,7,5,7,2,0
156,0,0,0,0,3,1,5,4
157,0,0,0,1,4,5,3,0
158,7,9,3,4,2,0,0,0
159,0,0,0,2,2,3,8,1
160,1,2,7,3,7,4,4,0
161,0,0,0,1,0,1,4,1
162,0,0,0,3,4,6,4,3
163,8,5,4,1,1,0,0,0
164,0,0,0,2,3,8,1,2
165,0,0,0,0,0,2,5,3
166,0,0,0,1,3,8,6,7
167,0,4,7,6,5,2,0,1
168,0,0,2,1,3,3,3,0
169,0,0,1,3,2,3,0,0
170,0,3,4,8,0,2,0,1
171,0,0,0,0,4,7,4,5
172,0,0,1,1,3,6,2,4
173,0,0,0,0,1,3,12,9
174,0,0,2,3,1,3,0,1
175,0,0,0,2,3,2,2,2
176,0,0,1,1,3,1,0,2
177,1,5,5,11,1,2,0,0
178,0,0,0,0,2,2,6,4
179,7,9,6,5,2,0,0,0
180,0,3,2,4,3,4,1,0
181,0,0,0,1,1,4,8,8
182,1,4,1,0,1,0,0,0
183,0,2,2,4,7,8,5,1
184,0,1,3,4,6,5,4,2
185,0,0,2,2,4,5,2,0
186,2,2,3,5,4,1,0,0
187,0,0,0,1,5,5,9,6
188,0,1,1,4,6,3,3,0
189,1,4,6,4,2,2,1,0
190,0,2,2,7,1,4,0,0
191,0,0,1,4,3,2,4,0
192,0,0,2,1,6,7,2,3
193,0,4,5,6,4,0,0,0
194,0,0,0,1,0,3,7,5
195,2,2,3,4,7,0,0,0
196,0,2,6,4,2,2,1,0
197,0,0,0,2,6,8,4,2
198,0,2,3,12,4,4,4,0
199,0,0,1,2,4,9,6,5
200,0,0,2,3,3,3,3,3
201,0,0,0,0,2,3,8,10
202,2,5,2,2,1,0,0,0
203,3,4,1,3,0,0,0,0
204,1,4,9,5,9,1,0,0
205,3,7,3,2,1,0,0,0
206,1,2,3,4,0,0,0,0
207,0,0,1,1,0,0,1,0
208,0,4,3,3,4,2,0,0
209,1,3,1,2,3,1,0,0
210,1,3,0,3,0,0,0,0
211,2,0,4,3,5,1,0,0
212,0,0,2,0,4,5,1,0
213,0,0,0,0,0,6,10,6
214,0,0,1,2,4,3,3,0
215,0,2,5,4,6,6,2,2
216,0,0,0,2,1,1,2,1
217,0,0,0,0,1,1,3,2
218,1,2,3,7,4,3,0,0
219,0,0,1,1,5,4,2,1
220,0,0,2,5,3,5,4,2
221,3,3,7,5,4,0,0,0
222,1,3,5,4,4,1,0,0
223,0,0,0,2,2,1,7,1
224,3,9,1,2,0,0,0,0
225,0,0,0,1,0,0,2,5
226,2,3,2,2,1,0,0,0
227,0,0,2,7,7,5,4,2
228,0,0,2,1,2,7,4,4
229,3,4,8,2,7,2,0,0
230,0,0,1,0,3,8,5,0
231,0,0,7,8,4,1,1,0
232,4,1,5,3,1,1,0,0
233,0,1,2,2,4,5,3,1
234,0,0,0,1,1,4,5,6
235,0,0,0,1,2,2,2,3
236,0,2,2,0,6,2,0,1
237,0,2,0,3,3,2,2,0
238,0,0,1,1,3,5,1,1
239,0,0,1,3,4,6,1,5
240,0,0,0,1,2,5,3,1
241,0,0,0,1,6,5,1,15
242,3,7,2,6,2,1,1,0
243,0,0,0,1,3,6,9,9
244,0,0,1,5,4,5,5,2
245,0,0,1,2,3,4,0,0
246,0,0,0,1,1,1,4,14
247,3,5,5,3,1,1,0,0
248,1,1,1,5,1,3,1,0
249,0,0,0,2,3,9,7,6
250,1,5,5,11,6,1,1,0
251,3,1,2,1,1,0,0,0
252,0,0,0,0,1,4,8,5
253,0,1,2,2,5,8,1,4
254,0,1,1,5,5,2,3,1
255,0,3,0,1,2,0,3,0
256,0,0,1,2,2,5,2,0
257,0,0,0,0,0,3,6,7
258,1,0,0,6,5,4,1,0
259,0,0,0,0,0,2,2,10
260,1,0,2,0,1,1,1,1
261,0,6,7,4,2,2,1,0
262,5,10,6,3,0,0,0,0
263,0,0,0,1,1,0,3,1
264,2,6,6,4,1,3,1,0
265,0,0,0,0,1,3,10,15
266,0,1,6,3,4,6,2,0
267,0,0,1,1,1,3,6,9
268,0,0,0,4,5,7,2,1
269,0,0,0,2,1,3,5,1
270,0,0,0,1,1,3,2,1
271,0,1,5,1,4,9,3,2
272,0,0,0,2,6,8,5,2
273,0,0,0,1,10,5,3,4
274,0,1,2,6,5,4,4,0
275,0,0,0,1,7,5,3,6
276,2,7,7,1,2,0,0,0
277,0,0,0,0,2,2,6,7
278,0,0,2,0,3,5,8,6
279,0,0,0,2,4,2,5,1
280,1,2,4,2,1,0,0,0
281,2,2,4,6,5,1,0,0
282,0,0,0,2,9,3,8,4
283,0,0,1,3,9,3,2,0
284,0,0,1,2,2,3,2,1
285,0,0,2,1,6,9,1,4
286,0,0,1,0,4,3,1,0
287,0,0,0,1,3,5,6,6
288,1,1,0,2,2,1,1,0
289,3,3,3,0,0,0,0,0
290,4,5,5,2,1,0,1,0
291,0,2,1,7,2,3,0,0
292,2,5,7,1,1,0,0,0
293,5,4,6,8,1,0,0,0
294,0,0,0,3,3,6,6,5
295,0,0,0,1,0,2,2,4
296,7,9,4,1,1,0,0,0
297,0,0,0,0,1,4,5,7
298,1,0,3,2,4,1,0,1
299,0,1,0,8,3,8,0,0
300,0,0,0,0,0,0,7,2
301,0,0,0,0,3,1,4,2
302,0,0,0,1,6,7,5,2
303,0,4,4,7,3,2,1,0
304,0,0,0,1,3,3,2,6
305,2,0,4,5,4,0,2,0
306,11,10,6,6,0,0,0,0
307,0,0,0,1,4,5,8,8
