Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,0,1,3,5
2,2,5,7,5,1,0
3,0,0,0,3,3,4
4,0,0,1,2,4,4
5,0,0,0,3,4,2
6,0,0,3,3,2,6
7,3,3,0,0,0,0
8,0,0,1,6,6,5
9,0,0,2,8,5,2
10,0,2,2,4,1,0
11,0,0,1,1,1,0
12,4,7,5,1,0,0
13,0,7,8,11,7,1
14,0,0,0,0,4,4
15,0,0,0,1,5,6
16,0,2,2,2,3,0
17,3,2,3,4,2,0
18,0,4,2,1,2,3
19,1,4,9,6,4,0
20,0,0,1,1,3,3
21,2,4,7,0,1,0
22,0,0,0,2,6,5
23,0,0,0,1,0,5
24,0,1,5,7,4,1
25,2,3,4,0,4,0
26,0,0,1,2,2,7
27,0,0,0,1,2,2
28,0,0,0,2,3,8
29,0,0,6,6,3,1
30,0,1,2,2,1,0
31,2,3,5,2,2,1
32,0,1,2,3,2,1
33,2,2,3,0,0,0
34,0,1,3,11,7,2
35,4,6,3,3,2,0
36,0,1,3,8,8,3
37,0,0,0,1,3,4
38,4,5,3,3,1,0
39,0,0,2,2,4,8
40,0,0,0,4,2,1
41,0,0,0,3,5,2
42,0,0,0,0,8,8
43,0,0,2,3,2,4
44,0,0,0,5,11,11
45,0,4,4,2,0,0
46,0,6,6,1,1,0
47,0,0,1,2,13,2
48,2,5,2,1,0,0
49,0,2,4,6,1,0
50,0,0,0,0,4,5
51,3,3,8,3,0,0
52,0,2,2,3,4,0
53,0,2,3,9,10,8
54,0,0,0,3,7,11
55,0,11,7,1,1,0
56,0,1,10,3,3,1
57,3,1,0,0,0,0
58,0,0,1,1,7,1
59,0,0,0,0,4,5
60,0,0,1,5,5,0
61,6,5,3,1,0,0
62,0,0,0,0,3,5
63,0,3,9,8,8,2
64,0,1,6,4,6,2
65,0,1,1,3,2,0
66,0,1,9,4,1,0
67,0,0,1,2,1,0
68,0,0,0,5,6,9
69,0,1,0,0,5,2
70,0,0,0,3,7,10
71,3,8,2,2,0,0
72,0,1,1,3,2,0
73,1,2,4,2,1,0
74,0,0,3,4,7,7
75,0,0,0,3,8,9
76,0,0,0,3,7,8
77,1,0,2,4,4,0
78,2,1,2,2,1,0
79,1,6,4,2,1,0
80,3,1,1,0,1,0
81,0,0,0,1,5,15
82,2,8,5,3,0,0
83,0,0,0,1,2,3
84,3,7,1,3,0,0
85,3,2,5,2,0,0
86,3,3,4,1,1,0
87,0,3,2,5,3,0
88,0,0,0,1,2,10
89,1,0,11,5,1,0
90,0,0,1,2,8,4
91,0,0,0,1,4,1
92,0,4,4,3,5,0
93,0,0,0,0,4,14
94,0,1,1,4,7,2
95,0,0,3,4,2,3
96,2,1,6,3,5,0
97,2,2,4,2,0,0
98,3,5,8,1,0,0
99,0,2,8,4,3,1
100,1,0,4,3,3,0
101,2,0,1,3,0,0
102,2,4,6,2,0,0
103,3,6,4,1,1,0
104,0,0,0,1,4,5
105,3,2,8,5,2,0
106,0,1,2,6,2,1
107,0,0,2,2,10,8
108,0,0,0,3,4,2
109,0,0,1,3,0,7
110,0,0,0,1,3,2
111,0,0,0,0,1,5
112,0,0,2,1,0,0
113,0,0,0,5,7,9
114,0,1,5,8,3,4
115,7,8,7,0,0,0
116,0,1,1,2,9,15
117,0,0,4,6,8,1
118,0,0,3,2,5,0
119,2,2,8,12,2,3
120,0,0,0,1,5,9
121,11,4,4,0,0,0
122,1,1,6,10,3,4
123,0,0,2,3,7,3
124,0,1,0,3,0,1
125,0,0,0,1,3,10
126,1,1,6,7,0,0
127,0,1,3,6,10,10
128,4,7,4,5,0,0
129,0,0,0,0,2,2
130,0,0,0,1,4,7
131,0,0,1,4,5,4
132,0,0,2,0,2,2
133,0,0,0,0,2,6
134,0,0,0,5,8,1
135,4,5,9,7,3,1
136,0,0,0,0,4,2
137,0,2,6,4,2,0
138,2,3,4,4,0,0
139,0,0,0,3,9,4
140,0,2,5,5,0,1
141,5,5,5,2,1,0
142,0,0,0,0,3,5
143,3,4,6,2,1,0
144,0,0,2,9,4,4
145,3,5,1,0,0,0
146,0,4,4,3,0,0
147,1,1,4,5,4,2
148,0,0,0,5,5,5
149,1,2,2,1,0,0
150,3,1,5,3,0,0
151,1,7,11,5,2,1
152,0,0,0,2,2,1
153,1,1,4,1,0,0
154,0,2,7,10,4,0
155,0,1,1,5,8,6
156,0,0,1,3,1,3
157,0,0,0,1,9,11
158,2,5,5,7,1,1
159,0,0,0,1,3,3
160,5,5,4,1,0,0
161,4,5,3,0,0,0
162,1,0,8,4,2,1
163,0,0,0,2,4,12
164,0,0,0,1,4,8
165,0,0,0,1,0,3
166,1,2,4,3,2,0
