Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,1,1,6,9
2,1,2,4,7,2,0
3,0,0,0,2,6,10
4,0,0,1,0,6,4
5,0,0,1,1,3,1
6,0,0,1,3,4,3
7,3,3,3,1,0,0
8,0,0,1,7,10,8
9,0,1,1,7,7,4
10,0,3,0,8,4,3
11,1,4,0,0,0,0
12,10,10,4,1,0,0
13,1,3,6,4,1,2
14,0,0,0,1,3,3
15,0,0,0,1,5,5
16,0,2,3,5,1,1
17,0,5,4,4,0,0
18,0,1,5,4,7,0
19,1,6,3,2,1,1
20,0,0,0,0,3,3
21,2,7,3,0,1,0
22,0,0,1,3,1,2
23,0,0,0,3,2,1
24,0,2,1,9,3,0
25,4,7,4,3,1,0
26,0,0,0,3,5,10
27,1,0,1,0,4,0
28,0,0,0,0,9,8
29,0,0,1,7,7,3
30,0,1,3,2,2,0
31,1,3,6,3,0,0
32,0,1,2,3,4,2
33,4,6,0,0,0,0
34,0,0,5,10,7,5
35,7,10,3,3,0,0
36,0,1,8,10,6,1
37,0,0,0,3,5,12
38,2,2,4,0,0,0
39,0,0,2,2,9,10
40,0,0,2,4,7,3
41,0,0,1,3,5,2
42,0,0,0,3,4,7
43,0,0,1,5,8,5
44,0,0,0,4,6,11
45,2,1,3,0,0,0
46,1,5,3,4,2,0
47,0,0,0,4,9,10
48,11,4,3,0,0,0
49,1,4,7,4,1,1
50,0,0,0,2,5,5
51,4,7,9,2,0,0
52,0,2,9,4,4,0
53,0,0,1,8,6,4
54,0,0,0,4,11,5
55,0,5,2,6,1,1
56,2,4,9,10,2,4
57,4,4,2,0,0,0
58,0,0,1,3,9,6
59,0,0,0,4,3,1
60,0,1,4,7,4,7
61,4,5,7,1,0,0
62,0,1,3,1,4,3
63,0,6,15,12,4,0
64,1,1,4,9,6,1
65,1,2,4,5,4,0
66,3,3,6,4,1,1
67,0,2,2,2,0,1
68,0,1,2,7,10,10
69,0,0,1,0,6,5
70,0,0,1,5,12,14
71,7,5,5,1,0,0
72,0,0,2,5,5,2
73,0,5,2,2,1,0
74,0,0,6,5,9,6
75,0,0,2,3,7,8
76,0,0,2,4,5,9
77,0,3,5,9,5,0
78,6,6,1,0,0,0
79,3,3,5,2,0,0
80,3,5,3,1,0,0
81,0,0,1,2,5,15
82,3,4,6,1,0,0
83,0,0,1,3,4,9
84,2,7,0,1,1,0
85,3,3,6,4,0,0
86,3,7,7,1,0,0
87,1,2,7,4,4,2
88,0,0,0,2,7,8
89,1,2,5,7,0,2
90,0,0,2,4,7,1
91,0,0,0,4,2,2
92,0,3,4,3,7,1
93,0,0,1,4,8,6
94,0,1,1,4,6,3
95,0,3,0,4,5,0
96,0,2,9,3,3,1
97,3,5,3,3,1,0
98,4,3,6,1,1,0
99,0,2,6,3,2,1
100,0,3,2,6,3,0
101,3,5,5,2,2,0
102,1,2,6,1,0,0
103,5,8,4,2,0,0
104,0,0,0,1,4,2
105,0,11,6,4,1,0
106,1,5,3,0,1,1
107,0,0,0,2,4,9
108,0,0,1,8,3,4
109,0,1,3,6,3,0
110,0,0,0,0,3,10
111,0,0,0,1,4,5
112,0,2,3,2,1,0
113,0,0,1,6,7,7
114,0,1,11,13,6,1
115,3,2,8,1,1,0
116,0,0,0,2,5,11
117,0,1,3,8,9,0
118,0,0,0,4,4,4
119,0,2,7,3,3,1
120,0,0,0,1,3,6
121,8,10,6,5,1,0
122,0,0,5,13,8,2
123,0,1,0,8,2,4
124,0,0,2,6,0,0
125,0,0,0,2,0,3
126,0,4,4,3,2,0
127,0,0,2,0,9,11
128,8,4,5,2,0,1
129,0,0,0,1,0,2
130,0,0,0,3,6,9
131,0,1,4,2,5,3
132,0,0,2,1,5,3
133,0,0,0,1,4,2
134,0,1,4,4,6,2
135,1,2,6,7,1,1
136,0,0,0,7,5,9
137,7,2,7,3,0,0
138,1,8,6,6,0,0
139,0,0,0,7,5,8
140,1,5,8,7,2,1
141,3,11,9,5,1,0
142,0,0,0,0,2,6
143,3,3,10,2,1,0
144,0,1,1,4,6,0
145,1,7,4,1,1,0
146,1,1,4,1,0,1
147,1,1,5,5,8,1
148,0,0,1,3,4,6
149,3,3,3,1,0,0
150,1,1,6,0,0,0
151,5,12,8,2,0,1
152,0,0,2,4,3,1
153,1,2,0,2,1,0
154,0,5,2,7,1,0
155,0,0,0,2,12,11
156,0,1,0,4,1,0
157,0,1,2,3,10,8
158,1,1,4,6,3,4
159,0,0,0,4,5,7
160,4,7,7,2,0,0
161,11,7,6,3,0,0
162,0,2,7,3,2,0
163,0,0,0,1,2,6
164,0,0,0,3,3,8
165,0,0,0,0,1,5
166,2,0,4,10,9,1
167,0,3,2,4,3,2
168,0,0,0,0,6,4
169,0,0,2,2,6,2
