Store_ID,Size_1,Size_2,Size_3,Size_4
1,0,0,4,9
2,0,7,14,8
3,0,1,1,7
4,0,4,3,0
5,2,1,2,0
6,0,1,2,4
7,0,0,5,7
8,2,15,6,2
9,1,3,8,2
10,2,2,3,0
11,0,0,3,6
12,6,7,0,0
13,4,8,3,0
14,1,4,3,0
15,0,2,2,0
16,3,5,1,0
17,2,7,4,0
18,0,2,4,4
19,0,1,3,8
20,0,2,2,3
21,0,0,0,10
22,0,4,6,1
23,4,4,1,1
24,4,6,0,0
25,1,4,2,1
26,2,4,3,0
27,0,0,3,1
28,0,2,5,3
29,0,3,2,0
30,0,1,5,2
31,2,4,1,1
32,1,2,1,0
33,2,1,1,0
34,2,8,4,0
35,4,8,1,0
36,2,7,3,0
37,0,7,4,0
38,0,1,3,5
39,1,4,6,2
40,1,0,1,11
41,0,0,1,4
42,3,7,2,0
43,0,2,1,0
44,0,3,6,6
45,0,3,1,0
46,0,1,6,1
47,2,6,5,0
48,0,8,6,1
49,0,2,7,7
50,0,0,0,2
51,2,8,3,0
52,1,8,3,0
53,1,3,1,1
54,0,0,2,8
55,0,6,4,0
56,0,1,5,6
57,0,5,4,0
58,0,5,2,1
59,0,6,0,0
60,1,5,0,0
61,2,4,4,2
62,0,0,5,1
63,0,0,0,6
64,0,0,0,8
65,3,2,0,0
66,0,1,12,3
67,1,1,5,0
68,0,0,2,15
69,0,0,3,1
70,3,10,2,0
71,6,6,1,0
72,0,2,1,0
73,0,1,2,4
74,1,8,4,0
75,3,3,2,3
76,0,1,7,4
77,5,3,4,0
78,2,5,0,0
79,0,1,3,4
80,0,0,2,1
81,0,0,3,5
82,0,0,4,13
83,0,8,1,0
84,0,4,0,0
85,0,0,3,5
86,3,7,2,1
87,0,0,3,8
88,0,1,5,7
89,0,0,6,6
90,0,0,8,3
91,4,4,1,0
92,0,1,7,4
93,0,1,6,4
94,0,0,1,12
95,2,4,4,0
96,1,9,4,1
97,3,8,4,0
98,0,3,7,2
99,0,2,2,0
100,0,0,5,5
101,0,0,0,10
102,0,0,6,7
103,0,0,1,10
104,0,1,4,2
105,1,7,2,0
106,0,1,3,0
107,0,0,4,6
108,0,1,4,2
109,0,1,1,4
110,5,6,1,0
111,0,0,0,3
112,0,2,4,3
113,0,2,1,11
114,0,0,4,14
115,0,1,4,3
116,0,2,7,8
117,1,2,8,3
118,0,0,2,4
119,11,7,1,0
120,0,0,6,1
121,7,3,1,0
122,0,0,6,8
123,0,0,0,8
124,0,2,2,7
125,1,7,0,0
126,0,0,0,8
127,0,0,4,13
128,0,7,9,3
129,1,1,4,1
130,0,3,4,1
131,0,0,2,2
132,0,0,1,6
133,0,0,2,0
134,2,5,5,0
135,0,2,5,3
136,0,2,4,3
137,4,7,4,0
138,2,9,7,0
139,0,3,2,6
140,0,1,2,10
141,4,4,6,4
142,0,0,1,3
143,4,5,2,0
144,0,0,2,3
145,0,0,3,5
146,0,0,2,5
147,11,8,2,0
148,0,4,4,4
149,0,2,4,0
150,0,4,2,0
151,0,1,8,8
152,1,1,2,0
153,0,1,5,0
154,2,4,1,0
155,0,0,8,15
156,0,0,2,3
157,0,4,2,0
158,0,0,7,8
159,0,1,1,4
160,0,0,4,14
161,0,4,6,2
162,1,4,4,0
163,0,0,3,10
164,0,1,6,2
165,0,0,4,4
166,0,0,8,9
167,6,4,0,0
168,0,0,4,3
169,0,1,4,6
170,0,1,5,1
171,0,0,4,12
172,0,0,2,1
173,1,3,6,1
174,2,4,3,0
175,0,0,7,4
176,2,6,5,0
177,4,7,5,0
178,0,0,1,6
179,0,3,10,5
180,0,0,2,5
181,0,0,4,8
182,1,5,1,0
183,2,10,2,0
184,0,0,4,8
185,3,2,0,0
186,0,2,6,6
187,3,5,6,1
188,6,3,3,0
189,0,0,4,3
190,0,0,4,0
191,3,4,0,0
192,1,1,4,4
193,0,0,2,9
194,0,1,2,2
195,2,6,2,1
196,6,10,2,0
197,0,0,1,9
198,0,2,10,2
199,3,8,7,1
200,0,0,2,7
201,0,1,3,11
202,0,0,1,6
203,5,2,0,0
204,0,4,9,8
205,0,1,4,9
206,0,6,2,1
207,1,2,6,1
208,0,0,6,15
209,0,0,3,4
210,0,0,0,5
211,3,2,0,0
212,1,5,4,0
213,3,5,2,0
214,0,0,2,1
215,8,6,1,0
216,6,1,0,0
217,3,7,2,0
218,0,0,3,2
219,0,3,2,0
220,0,1,6,14
221,0,1,2,5
222,4,7,3,0
223,0,0,0,6
224,0,0,3,10
225,0,1,3,2
226,4,6,1,0
227,0,1,5,6
228,0,1,5,9
229,0,4,7,2
230,0,0,5,1
231,0,0,3,11
232,0,7,1,0
233,0,0,5,4
234,0,0,1,10
235,0,1,5,3
236,0,0,2,7
237,2,2,2,0
238,0,0,2,2
239,10,2,1,0
240,1,0,3,1
241,0,2,4,7
242,1,3,12,9
243,0,1,9,5
244,0,1,4,13
245,0,1,4,4
246,1,4,11,4
247,0,1,12,6
248,3,8,6,3
249,0,0,5,11
250,0,1,11,10
251,0,0,2,2
252,0,1,6,9
253,0,3,3,1
254,0,1,7,4
255,0,0,2,3
256,2,3,5,0
257,0,1,13,5
258,0,2,6,2
259,0,0,4,5
260,0,0,4,1
261,3,3,2,0
262,0,3,9,2
263,0,0,4,1
264,3,5,4,0
265,1,8,4,1
266,2,6,1,0
267,0,1,9,9
268,7,10,3,0
269,0,10,4,2
270,4,3,1,0
271,0,4,3,2
272,0,7,5,3
273,10,7,1,0
274,0,1,5,6
275,0,1,5,4
276,0,1,5,4
277,0,0,0,11
278,2,4,4,1
279,1,9,5,0
280,3,5,3,0
281,1,1,7,0
282,1,0,1,2
283,2,9,1,1
284,0,0,0,3
285,1,10,8,1
286,0,0,1,6
287,0,1,7,9
288,0,0,5,6
289,0,1,1,2
290,0,0,0,11
291,0,0,4,2
292,0,1,4,3
293,0,1,8,7
294,1,5,4,2
295,0,0,2,5
296,0,3,5,3
297,0,3,6,0
298,0,0,2,3
299,7,4,1,0
300,0,3,1,1
301,1,3,4,0
302,2,6,1,1
303,0,0,7,10
304,0,0,3,8
305,2,6,0,0
306,4,8,0,0
307,0,0,4,7
308,3,9,2,0
309,0,0,5,12
310,0,0,2,3
311,0,1,4,2
312,0,0,2,5
313,2,3,0,0
314,0,0,6,6
315,0,1,4,12
316,1,3,3,2
317,0,1,4,3
318,0,5,0,1
319,0,0,6,1
320,0,2,4,2
321,0,2,3,3
322,0,0,8,6
323,0,1,3,13
324,3,2,0,0
325,0,1,2,12
326,0,0,1,7
327,4,3,1,0
328,3,5,1,0
329,8,2,1,1
330,1,2,1,0
331,0,4,6,2
332,0,1,7,3
333,0,1,3,1
334,0,0,2,6
335,0,0,3,4
336,0,0,3,4
337,0,0,4,8
338,0,0,2,9
339,0,0,1,6
340,2,4,0,0
341,0,0,5,3
342,5,7,3,1
343,0,0,5,8
344,3,1,0,0
345,0,1,9,4
346,3,9,0,0
347,0,1,4,7
348,1,4,0,0
349,4,6,4,0
350,2,5,2,0
351,8,6,3,0
352,0,0,7,5
353,2,6,6,0
354,0,1,1,4
355,0,0,1,5
356,0,0,5,6
357,3,6,2,0
358,0,0,2,10
359,2,10,12,2
360,0,0,3,10
361,0,0,0,8
362,0,2,6,2
363,0,4,4,7
364,0,0,2,4
365,7,8,6,0
366,0,4,2,3
367,0,0,5,10
368,0,1,5,6
369,0,3,1,0
370,0,6,1,1
371,1,0,0,0
372,0,3,5,1
373,1,8,0,0
374,0,2,8,8
375,0,0,3,7
376,7,7,1,0
377,0,0,2,10
378,0,2,6,1
379,3,9,0,1
380,0,0,1,4
381,0,1,6,5
