Store_ID,Size_1,Size_2,Size_3,Size_4
1,0,0,1,11
2,1,3,9,7
3,0,0,1,8
4,1,1,7,1
5,0,3,0,0
6,0,0,3,3
7,0,0,1,4
8,0,6,4,0
9,2,1,2,1
10,0,4,2,0
11,0,0,2,4
12,9,10,1,0
13,1,6,4,0
14,0,5,1,1
15,4,2,1,0
16,1,1,1,0
17,2,3,1,0
18,0,1,5,2
19,0,1,3,6
20,0,3,2,1
21,0,0,0,11
22,0,3,0,1
23,0,3,0,0
24,5,8,5,0
25,0,3,6,1
26,2,5,1,0
27,1,1,1,1
28,0,1,3,2
29,1,2,9,4
30,0,2,2,2
31,1,6,6,1
32,2,3,2,0
33,1,1,2,0
34,2,8,5,1
35,7,2,1,0
36,5,6,0,0
37,0,4,1,0
38,0,0,1,2
39,0,1,8,2
40,0,1,1,10
41,0,0,1,4
42,1,3,4,0
43,0,1,2,0
44,0,3,6,6
45,1,1,3,1
46,0,0,6,4
47,4,8,1,0
48,0,2,1,0
49,0,0,5,6
50,0,0,5,2
51,5,9,2,0
52,4,4,6,0
53,0,5,2,2
54,0,0,3,4
55,1,0,4,0
56,0,0,6,10
57,1,1,2,1
58,0,2,3,0
59,3,2,1,0
60,0,6,2,0
61,0,2,1,2
62,0,2,1,3
63,0,0,3,10
64,0,0,0,7
65,1,1,0,0
66,0,3,6,3
67,1,2,1,2
68,0,0,4,8
69,0,1,4,1
70,3,8,6,0
71,3,4,0,0
72,2,1,3,1
73,0,1,2,3
74,4,3,5,0
75,0,4,4,0
76,0,2,4,4
77,3,5,3,0
78,3,1,0,0
79,0,0,3,4
80,0,0,0,6
81,0,0,7,5
82,0,0,3,7
83,6,5,2,0
84,2,2,1,0
85,0,1,3,6
86,2,4,2,0
87,0,1,2,4
88,0,0,3,6
89,0,2,10,5
90,0,0,4,5
91,1,7,0,0
92,0,3,5,4
93,0,1,3,6
94,0,0,3,3
95,2,6,0,0
96,2,5,2,0
97,2,5,1,0
98,0,1,7,5
99,1,6,0,0
100,0,1,5,0
101,0,0,0,6
102,0,1,2,10
103,0,0,2,3
104,0,1,5,7
105,4,7,3,1
106,1,3,4,1
107,0,0,3,4
108,0,0,5,6
109,0,0,0,1
110,0,1,0,0
111,0,0,0,6
112,0,1,2,3
113,0,0,5,6
114,0,1,4,9
115,0,1,2,2
116,0,2,4,3
117,1,2,5,2
118,0,0,2,6
119,5,4,0,0
120,0,5,5,1
121,3,4,2,0
122,0,0,8,6
123,0,0,2,3
124,0,1,1,6
125,0,3,1,0
126,0,0,5,11
127,0,1,13,6
128,1,1,1,5
129,0,4,2,1
130,0,4,1,0
131,0,1,1,7
132,0,0,1,4
133,0,0,2,1
134,0,7,0,1
135,0,2,4,3
136,0,2,5,1
137,1,3,2,1
138,0,7,2,0
139,0,0,1,7
140,0,0,7,12
141,0,5,3,1
142,0,1,1,0
143,3,5,1,0
144,0,2,1,5
145,0,1,5,0
146,0,1,0,3
147,2,3,0,0
148,0,2,2,2
149,0,1,2,2
150,1,2,2,0
151,0,1,6,9
152,2,4,1,0
153,0,0,3,1
154,5,6,2,0
155,0,0,5,9
156,0,1,3,1
157,2,2,2,1
158,0,0,4,8
159,0,0,1,5
160,0,0,2,2
161,0,0,3,4
162,0,5,3,2
163,0,0,2,5
164,0,1,1,5
165,0,0,2,1
166,0,0,13,13
167,3,2,1,0
168,0,0,2,5
169,0,1,1,3
170,0,3,4,0
171,0,0,2,7
172,0,0,1,5
173,0,3,4,4
174,1,4,1,0
175,0,1,3,2
176,4,3,1,0
177,2,3,3,0
178,0,0,2,5
179,0,1,4,7
180,0,0,0,3
181,0,0,1,6
182,1,2,2,0
183,0,5,5,2
184,0,0,1,14
185,3,3,3,0
186,0,4,5,0
187,3,9,3,0
188,2,4,2,1
189,0,1,2,6
190,0,0,3,0
191,7,1,0,0
192,0,2,12,0
193,0,0,4,5
194,1,0,6,2
195,0,5,4,0
196,1,4,1,0
197,0,0,0,10
198,0,6,3,2
199,1,2,6,0
200,0,0,4,6
201,0,1,3,7
202,0,0,2,3
203,0,2,2,0
204,0,2,4,4
205,0,3,6,5
206,1,1,3,0
207,0,0,5,1
208,0,0,1,8
209,0,1,3,3
210,0,0,0,2
211,2,7,3,0
212,3,8,4,0
213,1,6,1,0
214,0,0,5,3
215,5,4,4,0
216,1,3,0,0
217,3,4,3,0
218,0,0,2,9
219,0,1,2,0
220,0,0,6,6
221,0,0,1,7
222,1,5,1,0
223,0,0,1,4
224,0,0,1,6
225,0,0,1,1
226,3,3,0,0
227,0,0,3,9
228,0,1,1,6
229,0,4,8,2
230,0,0,3,3
231,0,0,0,7
232,3,4,2,0
233,0,1,3,6
234,0,0,3,6
235,0,1,1,0
236,0,0,1,5
237,1,5,0,0
238,0,0,2,1
239,3,2,1,0
240,0,1,4,3
241,1,4,10,2
242,0,2,9,4
243,0,3,4,3
244,0,0,1,4
245,0,5,1,1
246,0,6,9,5
247,0,0,3,14
248,2,8,4,1
249,0,0,4,11
250,0,0,7,9
251,0,0,1,1
252,0,0,4,7
253,0,2,6,2
254,0,3,4,3
255,0,0,2,5
256,2,4,1,1
257,0,4,6,3
258,0,0,4,1
259,0,0,2,2
260,0,0,4,1
261,4,9,2,0
262,0,2,7,4
263,0,1,2,1
264,3,7,3,0
265,0,6,2,1
266,4,2,1,1
267,0,0,3,10
268,7,5,0,0
269,1,3,2,1
270,2,1,1,0
271,0,4,5,3
272,0,3,3,4
273,8,4,2,0
274,0,1,4,6
275,0,2,3,3
276,0,0,2,4
277,0,0,3,8
278,0,5,4,0
279,0,3,6,1
280,4,5,2,0
281,0,1,8,5
282,0,1,2,5
283,3,2,1,1
284,0,0,4,2
285,2,3,3,1
286,0,0,3,3
287,0,1,5,4
288,0,1,0,11
289,1,0,3,1
290,0,0,3,14
291,0,0,3,2
292,0,0,3,4
293,0,0,7,4
294,0,4,3,0
295,0,0,2,4
296,1,0,3,2
297,0,5,2,3
298,0,0,2,2
299,3,7,1,0
300,1,2,2,0
301,0,2,1,1
302,2,3,1,1
303,0,2,6,3
304,0,0,3,7
305,9,7,3,0
306,3,9,1,2
307,0,1,1,6
308,4,5,0,0
309,0,1,1,5
310,0,0,1,3
311,1,0,5,1
312,0,0,3,5
313,3,5,1,0
314,0,0,2,5
315,0,1,4,13
316,1,2,5,2
317,0,2,3,2
318,1,2,0,0
319,0,2,2,2
320,0,1,7,2
321,0,0,3,4
322,0,1,2,7
323,0,0,2,9
324,2,3,1,0
325,0,0,8,7
326,0,0,1,5
327,3,1,0,0
328,3,4,1,1
329,5,9,1,0
330,1,1,3,0
331,1,7,5,1
332,0,0,4,8
333,0,0,3,0
334,0,1,4,3
335,0,0,4,3
336,0,1,2,4
337,0,1,3,15
338,0,1,1,6
339,0,0,1,2
340,3,2,0,0
341,0,2,7,2
342,0,2,4,1
343,0,0,2,0
344,3,7,1,0
345,1,1,3,3
346,0,4,1,0
347,0,1,1,3
348,1,3,0,1
349,0,5,1,0
350,4,2,0,0
351,7,2,2,0
352,0,2,6,8
353,3,7,1,0
354,0,0,3,2
355,0,0,2,2
356,0,0,5,7
357,0,1,0,0
358,0,1,0,7
359,2,3,8,1
360,0,0,0,8
361,0,0,0,6
362,0,2,6,2
363,0,0,5,2
364,0,1,3,3
365,7,10,1,0
366,0,3,6,3
367,0,1,5,7
368,0,0,7,8
369,3,2,0,0
370,1,3,0,0
371,4,4,1,0
372,0,3,4,2
373,1,3,2,0
374,0,2,3,5
375,0,0,3,4
376,2,4,1,0
377,0,0,2,10
378,0,1,2,2
379,4,3,3,0
380,0,0,2,3
381,0,0,3,1
382,5,4,1,0
383,0,0,4,3
384,7,4,0,0
385,1,1,3,0
386,1,4,8,1
387,0,0,4,1
388,1,4,1,0
389,0,0,6,6
390,4,9,10,0
391,1,2,7,5
392,0,4,5,1
393,0,0,3,4
394,2,4,5,1
395,0,0,11,8
396,2,3,0,1
397,2,8,2,1
398,0,2,5,4
399,0,1,3,3
400,1,4,1,2
401,0,0,5,2
402,0,1,13,6
403,0,0,4,4
404,0,0,2,13
405,0,1,3,9
406,3,6,6,0
407,0,0,4,6
408,1,3,3,0
409,0,3,5,3
410,0,4,4,0
411,0,3,4,0
412,1,4,9,2
413,1,8,4,3
414,0,0,3,11
415,0,1,2,6
416,1,4,2,0
417,1,0,3,0
418,0,0,1,6
419,0,2,4,2
420,3,2,2,0
421,4,3,1,0
422,7,5,0,0
423,0,0,0,3
424,3,6,2,0
425,0,1,1,1
426,0,0,8,5
427,0,2,9,3
428,0,0,1,10
429,0,1,0,9
430,0,0,3,3
431,0,0,3,2
432,1,7,6,0
433,0,3,4,1
434,1,1,4,0
435,5,1,1,0
436,0,1,5,3
437,0,0,0,4
438,0,3,2,0
439,0,3,6,2
440,0,0,4,2
441,0,0,0,1
442,8,4,2,0
443,0,1,5,2
444,0,5,3,0
445,0,2,7,5
446,0,4,6,3
447,1,8,4,1
448,3,4,1,0
449,3,1,1,0
450,0,1,3,0
451,0,1,3,6
452,0,0,1,13
453,2,1,2,1
454,0,0,5,1
455,0,0,6,0
456,1,7,3,3
457,0,0,1,3
458,0,0,2,3
459,0,0,2,3
460,1,2,3,1
461,2,2,1,0
462,0,0,0,5
463,1,2,4,3
464,0,0,0,14
465,1,6,8,0
466,1,0,3,7
467,0,1,3,0
468,0,0,5,5
469,0,1,4,2
470,0,0,6,13
