Store_ID,Size_1,Size_2,Size_3,Size_4
1,0,0,4,6
2,0,3,6,7
3,0,0,0,12
4,2,2,7,0
5,1,6,0,0
6,0,0,2,1
7,0,0,2,4
8,2,9,1,1
9,0,2,9,2
10,3,6,5,2
11,0,0,1,3
12,8,7,1,1
13,4,9,0,0
14,1,3,1,0
15,3,1,1,0
16,2,5,1,0
17,2,3,2,0
18,0,2,7,2
19,0,0,2,10
20,0,2,2,0
21,0,0,2,7
22,0,1,4,1
23,2,4,2,0
24,0,10,1,0
25,0,5,3,1
26,1,6,1,0
27,0,2,2,1
28,1,3,4,1
29,1,2,2,2
30,0,1,1,1
31,3,7,2,1
32,2,3,0,0
33,1,2,3,0
34,1,5,6,0
35,6,7,4,0
36,7,4,3,0
37,1,5,4,1
38,0,1,4,3
39,1,2,3,1
40,0,0,3,7
41,0,0,2,6
42,1,3,3,0
43,0,5,2,0
44,0,0,3,9
45,0,2,5,1
46,0,3,2,4
47,1,3,1,0
48,0,3,9,0
49,0,1,8,5
50,0,0,1,1
51,4,8,0,0
52,3,6,3,0
53,0,3,5,0
54,0,0,8,9
55,2,3,4,1
56,0,0,4,11
57,0,1,0,0
58,0,4,6,1
59,3,1,1,0
60,1,1,1,0
61,0,4,3,0
62,0,3,3,2
63,0,0,4,8
64,0,0,1,7
65,1,2,0,0
66,0,2,9,3
67,1,0,1,0
68,0,0,3,12
69,0,2,5,1
70,5,9,4,1
71,5,4,1,0
72,0,2,2,0
73,0,1,1,1
74,3,5,1,0
75,0,5,2,1
76,0,3,6,5
77,0,6,1,0
78,2,1,1,0
79,0,1,5,5
80,0,0,2,5
81,0,2,6,2
82,0,0,0,9
83,5,4,2,0
84,1,1,0,0
85,0,0,1,5
86,3,4,1,0
87,0,0,5,7
88,0,0,0,5
89,0,1,5,3
90,0,3,6,2
91,1,1,0,0
92,0,1,5,2
93,0,0,3,11
94,0,0,0,6
95,2,4,4,0
96,3,5,6,0
97,2,7,1,0
98,0,4,7,2
99,1,2,1,0
100,0,1,4,4
101,0,0,4,4
102,0,0,3,11
103,0,0,6,7
104,0,0,7,8
105,3,5,2,0
106,0,0,2,1
107,0,0,3,4
108,0,1,2,1
109,0,0,1,4
110,1,3,1,0
111,0,0,1,4
112,0,6,7,2
113,0,0,5,12
114,0,0,3,4
115,0,1,4,2
116,0,3,9,5
117,0,7,6,2
118,0,0,2,3
119,4,9,1,0
120,0,0,3,4
121,2,8,5,0
122,0,4,7,10
123,0,0,4,9
124,0,0,3,4
125,1,2,0,0
126,0,0,3,10
127,0,0,3,7
128,1,5,13,3
129,0,2,2,3
130,0,7,1,1
131,0,0,1,7
132,0,0,0,2
133,1,2,2,1
134,1,3,9,2
135,0,2,7,5
136,0,3,3,2
137,4,6,1,0
138,2,2,4,0
139,0,0,3,6
140,0,0,2,10
141,1,8,7,0
142,0,1,5,1
143,2,6,1,0
144,0,0,6,6
145,0,0,4,4
146,0,0,3,1
147,5,5,3,0
148,0,2,4,1
149,0,0,6,0
150,0,4,6,0
151,0,0,6,11
152,3,2,1,0
153,0,1,3,1
154,6,3,1,0
155,0,1,6,6
156,0,0,3,2
157,3,4,5,0
158,0,1,4,4
159,0,1,3,4
160,0,0,3,7
161,1,2,9,4
162,0,4,9,2
163,0,0,2,5
164,0,0,2,6
165,0,1,2,8
166,0,0,1,10
167,3,4,2,0
168,0,0,1,3
169,0,0,2,1
170,1,4,5,1
171,0,0,3,7
172,0,1,1,6
173,0,2,9,1
174,1,3,2,0
175,0,0,4,4
176,2,5,2,0
177,1,9,2,0
178,0,0,3,10
179,0,5,9,4
180,0,0,2,3
181,0,0,3,6
182,1,4,1,1
183,2,5,7,0
184,0,0,4,11
185,1,4,0,0
186,2,1,11,1
187,3,7,7,0
188,3,6,0,0
189,0,0,4,4
190,0,2,2,1
191,1,2,0,0
192,0,1,3,7
193,0,1,6,15
194,1,3,4,5
195,0,4,3,0
196,5,7,3,0
197,0,1,5,13
198,0,4,7,1
199,3,8,3,0
200,0,1,1,10
201,0,0,2,5
202,0,0,1,4
203,6,3,0,0
204,1,1,13,5
205,0,1,11,3
206,1,4,0,0
207,1,0,4,0
208,0,0,2,9
209,0,0,2,6
210,0,0,4,5
211,4,4,3,0
212,1,3,2,0
213,1,6,2,0
214,0,1,0,2
215,5,6,1,0
216,4,4,0,0
217,4,5,3,0
218,0,0,2,9
219,1,8,2,0
220,0,1,3,9
221,0,2,4,8
222,3,11,4,0
223,0,0,3,1
224,0,0,1,5
225,0,3,1,0
226,3,1,1,0
227,0,0,4,10
228,0,2,4,5
229,0,4,5,3
230,0,1,3,5
231,0,0,3,9
232,1,2,2,0
233,0,0,5,2
234,0,0,2,13
235,0,1,1,0
236,0,0,0,7
237,3,1,0,0
238,0,0,2,5
239,5,5,1,0
240,0,1,7,0
241,0,4,10,3
