Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,0,5,3,3,3,2,0,0
2,0,0,3,0,2,10,5,6
3,0,0,0,0,1,12,6,8
4,1,3,9,4,5,6,2,1
5,0,0,0,0,0,0,6,5
6,0,0,5,5,3,7,3,0
7,3,2,12,0,0,2,0,0
8,0,0,0,1,0,1,15,4
9,2,6,4,10,5,2,0,0
10,1,2,9,13,3,3,1,0
11,4,3,8,2,1,0,0,0
12,2,5,12,6,14,4,0,0
13,0,0,1,0,9,18,16,15
14,0,1,0,10,3,4,0,0
15,0,0,0,0,0,0,7,8
16,0,0,6,2,0,2,0,0
17,4,5,3,8,4,2,0,0
18,0,0,0,1,0,7,5,8
19,3,2,3,1,4,9,0,0
20,0,0,3,3,6,2,2,1
21,0,0,0,1,1,0,2,20
22,1,0,0,3,6,4,0,0
23,0,0,0,0,4,7,5,3
24,15,3,3,0,0,0,0,0
25,0,0,0,0,2,4,4,6
26,0,0,0,0,2,4,6,5
27,1,2,6,0,1,3,1,0
28,8,9,2,2,2,0,0,0
29,0,0,0,1,0,6,9,12
30,1,2,6,5,2,1,0,0
31,0,0,3,10,8,4,6,2
32,2,5,0,1,1,0,0,0
33,0,0,0,0,3,4,3,6
34,0,1,6,4,13,7,6,1
35,6,8,4,8,5,0,0,0
36,0,2,4,9,13,8,4,2
37,0,0,8,4,1,5,1,0
38,1,0,3,6,1,2,0,0
39,2,1,5,4,9,3,0,0
40,0,0,0,0,1,5,5,6
41,6,10,6,6,0,0,0,0
42,0,4,0,2,12,2,0,1
43,0,0,0,0,1,5,2,7
44,0,1,6,12,11,11,5,3
45,0,0,0,0,2,4,8,4
46,0,2,1,0,4,11,5,6
47,0,0,0,4,8,5,2,0
48,1,6,0,7,4,2,1,0
49,0,0,4,5,8,6,4,1
50,0,1,0,1,0,4,3,2
51,6,8,13,10,3,4,0,0
52,2,1,5,8,7,6,2,3
53,0,3,1,4,9,3,7,5
54,1,10,2,9,1,1,0,0
55,1,4,17,7,3,4,0,0
56,0,0,6,3,9,7,4,5
57,0,1,8,5,5,1,0,0
58,0,0,0,0,2,5,2,3
59,2,2,2,0,3,0,0,0
60,0,0,0,0,4,8,3,15
61,0,4,1,7,8,12,0,1
62,0,1,3,3,9,2,2,1
63,0,0,1,1,4,6,12,12
64,0,1,3,8,3,4,4,0
65,0,0,0,0,2,0,0,7
66,0,1,0,8,11,10,2,0
67,0,0,3,4,0,2,0,3
68,6,5,17,13,5,2,0,0
69,0,0,0,5,2,4,1,0
70,0,3,1,6,1,15,14,5
71,0,5,0,7,3,4,0,0
72,0,0,3,3,0,5,9,0
73,0,0,0,1,3,8,5,1
74,3,5,11,12,4,1,0,1
75,1,6,2,6,8,1,2,1
76,4,5,11,4,2,0,4,0
77,5,1,4,3,3,0,0,0
78,0,0,0,2,1,0,2,4
79,5,10,4,1,3,0,0,0
80,0,0,0,1,2,4,5,0
81,0,0,2,4,11,10,12,4
82,7,5,2,3,2,0,0,0
83,0,0,4,7,3,6,7,3
84,0,0,0,0,2,3,0,11
85,1,4,6,10,3,0,1,0
86,0,0,2,4,6,8,4,7
87,1,0,0,10,0,2,2,0
88,7,5,2,11,4,3,3,0
89,3,8,7,6,12,0,3,0
90,12,12,7,1,0,0,0,0
91,0,0,0,0,2,5,5,5
92,0,0,0,0,5,9,13,8
93,1,0,3,8,3,3,12,0
94,6,5,11,1,2,2,2,0
95,2,2,8,10,8,5,0,0
96,0,0,0,1,3,13,0,2
97,0,6,1,5,0,0,1,0
98,1,0,1,1,1,4,4,6
99,7,8,7,4,0,0,0,0
100,0,0,0,1,6,1,0,2
101,0,0,0,0,0,5,7,6
102,0,3,5,3,7,8,2,2
103,2,0,8,4,3,0,0,0
104,0,0,0,3,7,7,7,7
105,0,1,1,6,14,13,4,2
106,0,0,0,3,0,4,1,1
107,2,6,12,7,6,2,1,0
108,0,2,1,4,6,3,3,1
109,1,1,1,4,2,2,0,0
110,5,4,2,2,1,0,0,0
111,0,9,0,0,1,0,0,0
112,0,0,0,5,2,7,1,4
113,2,2,6,3,4,1,6,1
114,0,0,2,4,7,7,7,7
115,3,5,3,6,0,1,1,1
116,0,7,9,8,7,3,3,0
117,0,0,0,1,3,10,11,8
118,1,1,1,2,6,4,1,2
119,0,0,0,0,1,1,10,10
120,0,1,1,14,3,2,2,2
121,10,5,5,17,5,5,0,0
122,0,11,5,5,13,3,0,0
123,0,2,2,4,2,3,1,0
124,0,0,3,4,0,8,7,3
125,0,1,7,3,0,2,0,0
126,0,1,5,7,4,9,7,4
127,0,0,0,0,0,3,13,16
128,0,0,1,0,2,10,18,13
129,13,3,6,3,0,0,0,0
130,0,2,3,9,8,3,1,0
131,2,0,3,5,11,7,0,0
132,0,0,0,0,1,2,2,3
133,0,0,1,3,7,0,1,1
134,0,0,0,0,8,8,11,9
135,0,0,0,0,0,9,15,9
136,3,5,9,4,5,2,0,0
137,7,3,7,7,5,2,0,0
138,0,0,0,1,0,6,4,10
139,0,11,7,3,0,0,0,0
140,0,0,0,0,1,3,9,15
141,7,6,8,1,6,5,0,0
142,0,0,2,0,0,4,2,3
143,0,3,5,8,6,1,1,0
144,0,0,11,4,6,4,0,0
145,0,0,2,1,5,4,1,2
146,1,3,3,5,8,1,0,0
147,0,0,0,5,7,8,3,3
148,3,6,4,3,5,2,1,1
149,3,5,8,0,1,0,0,0
150,0,0,0,2,3,5,0,6
151,0,1,1,2,7,6,10,1
152,1,3,5,10,0,3,0,0
153,2,1,4,3,0,0,0,0
154,2,9,8,10,2,0,0,0
155,1,4,1,6,9,4,6,3
156,0,0,0,1,0,2,7,1
157,0,0,0,2,2,4,10,3
158,6,10,1,2,0,0,0,0
159,0,0,2,4,2,0,0,1
160,3,4,9,5,3,0,2,0
161,0,0,2,5,9,7,6,7
162,0,0,1,0,8,2,1,1
163,5,13,5,3,1,0,0,0
