Store_ID,Size_1,Size_2,Size_3,Size_4
1,0,0,6,7
2,0,8,15,8
3,0,1,1,8
4,0,5,2,0
5,3,1,3,0
6,0,1,1,4
7,0,0,7,8
8,3,19,6,3
9,0,4,12,3
10,4,2,4,1
11,0,0,3,6
12,5,5,0,0
13,6,10,1,0
14,2,3,4,0
15,0,2,2,0
16,4,8,1,0
17,2,8,5,0
18,0,3,4,5
19,0,1,3,10
20,0,1,2,3
21,0,0,1,8
22,0,4,9,1
23,6,5,2,1
24,2,6,0,0
25,1,5,0,1
26,2,4,4,0
27,0,0,4,1
28,0,3,6,3
29,0,3,0,0
30,0,0,6,2
31,3,4,0,1
32,1,2,0,0
33,2,1,1,0
34,2,7,4,0
35,3,12,2,0
36,2,7,5,0
37,0,8,6,0
38,0,2,5,6
39,2,5,4,2
40,1,0,2,10
41,0,0,1,5
42,4,8,1,0
43,0,4,1,0
44,0,2,5,7
45,0,4,1,0
46,0,2,5,0
47,0,4,6,0
48,0,10,10,1
49,0,3,9,7
50,0,0,0,2
51,1,7,3,0
52,0,10,1,0
53,1,2,2,0
54,0,0,3,11
55,0,9,4,0
56,0,1,4,5
57,0,6,4,0
58,0,7,3,2
59,0,7,0,0
60,2,3,0,0
61,3,5,6,1
62,0,0,7,0
63,0,0,0,4
64,0,0,0,8
65,4,3,0,0
66,0,0,15,3
67,1,0,6,0
68,0,0,1,19
69,0,0,3,1
70,4,11,0,0
71,8,7,2,0
72,0,3,0,0
73,0,1,2,4
74,0,10,2,0
75,4,3,1,4
76,0,1,9,4
77,5,3,4,0
78,1,6,0,0
79,0,2,4,4
80,0,0,3,0
81,0,1,1,4
82,0,0,3,16
83,0,9,1,0
84,0,4,0,0
85,0,0,2,4
86,4,8,2,1
87,0,0,4,10
88,0,1,5,7
89,0,0,3,6
90,0,1,10,1
91,5,1,1,0
92,0,0,8,3
93,0,1,7,5
94,0,0,0,16
95,2,3,7,0
96,1,10,6,1
97,3,10,5,0
98,0,5,7,0
99,0,0,3,0
100,0,0,5,8
101,0,0,1,11
102,0,0,8,6
103,0,0,2,14
104,0,1,4,1
105,0,6,1,0
106,0,0,2,0
107,0,0,4,7
108,0,2,3,0
109,0,1,2,6
110,7,8,2,0
111,0,0,0,1
112,0,4,6,3
113,0,3,0,15
114,0,0,4,14
115,0,1,5,3
116,0,2,10,10
117,1,4,9,3
118,0,0,2,2
119,13,10,2,0
120,0,0,6,2
121,8,4,2,0
122,0,1,5,10
123,0,0,0,12
124,0,2,3,7
125,2,8,0,0
126,0,0,0,7
127,0,0,0,16
128,0,10,16,2
129,1,0,5,2
130,0,4,5,2
131,0,0,2,0
132,0,0,1,6
133,0,1,2,0
134,3,3,10,0
135,0,2,6,4
136,0,2,3,4
137,6,9,4,0
138,3,8,9,0
139,0,4,3,5
140,0,1,0,9
141,6,5,8,5
142,0,0,2,4
143,4,5,2,0
144,0,0,4,3
145,0,0,2,8
146,0,0,4,5
147,15,10,4,0
148,0,5,5,4
149,0,2,6,0
150,0,5,3,0
151,0,1,9,8
152,1,0,2,0
153,0,2,6,0
154,1,2,0,0
155,0,0,9,16
156,0,0,2,4
157,0,5,3,0
158,0,0,8,7
159,0,2,2,3
160,0,0,5,20
161,0,6,9,1
162,1,3,6,0
163,0,0,3,12
164,0,1,8,1
165,0,0,5,7
166,0,0,2,7
167,7,5,0,0
168,0,0,4,2
169,0,1,5,6
170,0,1,6,2
171,0,0,5,14
172,0,0,2,0
173,1,3,8,0
174,2,4,4,0
175,0,0,9,5
176,1,8,7,0
177,4,10,5,0
178,0,0,1,8
179,0,5,14,3
180,0,0,3,6
181,0,0,6,9
182,1,7,0,0
183,3,12,2,0
184,0,0,6,5
185,2,2,0,0
186,1,0,8,8
187,3,3,8,1
188,8,3,3,0
189,0,0,5,1
190,0,1,4,0
191,0,5,0,0
192,1,0,0,8
193,0,0,2,14
194,0,2,0,3
195,3,6,1,1
196,9,13,3,0
197,0,0,3,10
198,0,0,14,2
199,4,12,6,1
200,0,0,0,9
201,0,1,3,12
202,0,0,0,7
203,9,2,0,0
204,0,4,14,10
205,0,0,5,10
206,0,9,1,1
207,2,3,6,1
208,0,0,8,18
209,0,0,3,5
210,0,0,1,7
211,4,0,0,0
212,0,2,3,0
213,4,5,3,0
214,0,0,0,0
215,9,7,0,0
216,9,1,0,0
217,3,8,2,0
218,0,0,3,0
219,0,6,2,0
220,0,2,5,18
221,0,2,3,5
222,6,10,5,0
223,0,0,0,6
224,0,0,4,11
225,0,2,4,2
226,4,6,2,0
227,0,1,6,5
228,0,1,7,10
229,0,4,6,2
230,0,0,6,1
231,0,0,5,13
232,0,7,1,0
233,0,0,6,2
234,0,0,0,14
235,0,1,6,4
236,0,0,2,8
237,3,0,3,0
238,0,0,2,4
239,13,3,1,0
240,1,0,4,0
241,0,1,2,9
242,1,3,12,10
243,0,0,11,7
244,0,1,5,20
245,0,0,6,5
246,2,3,10,2
247,0,1,15,2
248,3,7,7,4
249,0,1,5,10
250,0,2,11,11
251,0,0,2,5
252,0,1,7,9
253,0,4,2,1
254,0,0,9,3
255,0,0,1,1
256,1,3,6,0
257,0,0,15,6
258,0,4,7,2
259,0,0,5,7
260,0,1,3,1
261,3,0,2,0
262,0,3,9,2
263,0,0,5,2
264,3,3,3,0
265,3,9,6,1
266,1,8,2,0
267,0,1,11,7
268,7,13,4,0
269,0,13,5,2
270,5,4,1,0
271,0,5,2,1
272,1,9,8,3
273,9,9,1,0
274,0,1,6,9
275,0,1,7,4
276,0,3,8,3
277,0,0,0,10
278,3,2,6,2
279,1,11,4,0
280,3,6,3,0
281,2,1,6,0
282,1,0,1,2
283,2,13,2,1
284,0,0,0,4
285,0,12,10,1
286,0,0,0,7
287,0,1,7,11
288,0,0,8,4
289,0,2,1,2
290,0,0,0,7
291,0,0,4,2
292,0,1,4,1
293,0,1,9,9
294,2,6,5,4
295,0,0,2,6
296,0,5,6,4
297,0,2,7,0
298,0,0,2,4
299,9,2,1,0
300,0,3,1,1
301,2,4,5,0
302,1,8,1,1
303,0,0,5,13
304,0,0,3,10
305,0,5,0,0
306,5,8,0,0
307,0,0,6,7
308,2,10,4,0
309,0,0,7,15
310,0,0,2,5
311,0,3,4,3
312,0,0,1,5
313,1,1,0,0
314,0,1,8,7
315,0,1,4,10
316,1,3,2,2
317,0,1,6,4
318,0,6,1,2
319,0,0,9,0
320,0,2,1,3
321,0,3,2,3
322,0,0,11,5
323,0,1,4,14
324,4,2,0,0
325,0,2,0,14
326,0,0,2,9
327,5,4,1,0
328,3,5,1,0
329,10,0,1,1
330,1,3,0,0
331,0,4,8,2
332,0,2,9,0
333,0,2,3,1
334,0,0,1,7
335,0,0,2,4
336,0,0,3,3
337,0,0,5,3
338,0,0,4,9
339,0,0,2,10
340,2,4,0,0
341,0,0,4,3
342,7,9,3,1
343,0,0,6,12
344,4,0,0,0
345,0,1,12,5
346,4,11,0,0
347,0,1,5,10
348,1,5,0,0
349,6,5,5,0
350,1,7,3,0
351,7,9,3,0
352,0,0,7,4
353,1,7,9,0
354,0,2,0,5
355,0,0,0,7
356,0,0,5,6
357,5,8,3,0
358,0,0,3,10
359,1,13,13,2
360,0,0,4,10
361,0,0,0,9
362,0,2,5,2
363,0,7,4,9
