Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,1,0,6,6
2,0,1,4,8,0,0
3,0,0,0,2,6,11
4,0,0,2,0,6,4
5,0,0,0,2,5,1
6,0,0,2,4,6,5
7,2,4,3,1,0,0
8,0,0,0,9,13,8
9,0,0,1,9,4,5
10,0,3,0,7,5,4
11,0,3,0,0,0,0
12,8,12,3,1,0,0
13,1,5,7,8,1,3
14,0,0,0,1,5,3
15,0,0,0,1,5,7
16,0,3,5,6,2,1
17,0,6,0,5,0,0
18,0,3,3,2,5,0
19,2,7,1,3,1,1
20,0,0,0,0,4,2
21,0,8,5,0,2,0
22,0,0,1,3,1,4
23,0,0,0,2,1,0
24,0,2,2,13,5,0
25,5,8,5,3,2,0
26,0,0,0,2,6,14
27,1,0,1,0,5,0
28,0,0,0,0,9,7
29,0,0,1,7,8,2
30,0,2,3,1,2,0
31,2,4,5,2,1,0
32,0,2,3,4,5,2
33,5,7,0,0,0,0
34,0,0,4,10,9,7
35,6,13,4,4,1,0
36,0,2,9,9,7,0
37,0,0,0,2,3,11
38,4,3,6,0,0,0
39,0,0,3,1,8,14
40,0,0,3,5,7,2
41,0,0,1,5,6,2
42,0,0,0,4,7,7
43,0,0,2,6,7,8
44,0,0,0,4,6,15
45,2,0,4,0,0,0
46,1,7,4,3,3,0
47,0,0,0,3,15,10
48,13,2,3,0,0,0
49,0,5,9,5,1,1
50,0,0,0,0,7,6
51,4,8,11,0,0,0
52,0,3,13,4,6,0
53,0,1,0,12,7,7
54,0,0,0,3,12,6
55,0,8,3,6,2,1
56,3,2,12,13,2,5
57,4,4,2,0,0,0
58,0,0,2,4,12,7
59,0,0,0,5,3,0
60,0,1,4,6,4,8
61,6,3,10,0,0,0
62,0,1,4,0,5,4
63,0,9,20,13,4,1
64,1,2,5,11,5,2
65,1,2,3,7,5,0
66,3,2,9,7,1,1
67,0,3,2,1,0,0
68,0,1,3,8,10,8
69,0,0,1,0,9,6
70,0,0,1,4,12,15
71,8,3,3,1,0,0
72,0,0,2,6,5,1
73,0,5,2,3,1,0
74,0,0,8,5,10,7
75,0,0,3,5,7,10
76,0,0,3,2,3,10
77,0,3,4,11,7,0
78,8,5,1,1,0,0
79,4,5,3,3,0,0
80,3,6,3,1,0,0
81,0,0,1,2,5,20
82,4,1,8,2,0,0
83,0,0,1,2,3,9
84,2,12,0,2,1,0
85,3,1,5,5,0,0
86,4,9,9,0,0,0
87,1,3,7,6,4,2
88,0,0,0,2,8,11
89,2,0,6,6,0,2
90,0,0,2,3,11,3
91,0,0,0,4,2,2
92,0,5,6,2,10,1
93,0,0,1,5,9,8
94,0,1,0,3,7,3
95,0,3,0,5,5,0
96,0,1,12,4,4,1
97,1,5,2,2,1,0
98,4,4,8,1,0,0
99,0,1,10,3,2,2
100,0,4,3,7,5,0
101,5,5,5,4,2,0
102,1,2,7,0,0,0
103,6,9,4,2,0,0
104,0,0,0,1,5,1
105,0,11,6,5,1,0
106,1,6,3,0,1,2
107,0,0,0,1,7,13
108,0,0,1,10,3,2
109,0,1,2,6,3,2
110,0,0,0,0,2,11
111,0,0,0,1,4,6
112,0,2,3,3,1,0
113,0,0,1,8,8,9
114,0,2,15,16,6,1
115,5,3,11,1,1,0
116,0,0,0,3,6,15
117,0,1,5,9,10,0
118,0,0,1,3,6,5
119,1,2,9,3,3,2
120,0,0,0,1,2,6
121,13,12,6,6,1,0
122,0,0,4,15,9,3
123,0,1,0,10,2,4
124,0,0,2,7,0,0
125,0,0,0,1,0,3
126,0,4,5,2,1,0
127,0,0,4,0,12,12
128,11,6,5,2,0,1
129,0,0,0,1,0,2
130,0,0,0,4,6,14
131,0,1,4,0,4,3
132,0,0,2,0,7,3
133,0,0,0,1,3,2
134,0,1,5,5,7,0
135,3,0,6,10,0,2
136,0,0,0,8,3,11
137,8,2,9,3,0,0
138,1,8,7,8,0,0
139,0,0,0,10,4,8
140,1,6,8,9,1,1
141,4,12,12,6,1,0
142,0,0,0,0,2,8
143,4,1,11,1,2,0
144,0,1,0,6,7,0
145,0,9,6,1,1,0
146,1,2,5,2,0,1
147,2,1,6,6,10,1
148,0,0,1,5,4,8
149,4,4,0,0,0,0
150,2,0,9,0,0,0
151,7,13,13,4,0,2
152,0,0,3,4,3,2
153,2,2,0,2,1,0
154,0,7,4,11,1,0
155,0,0,0,3,15,13
156,0,1,0,4,0,0
157,0,1,3,3,13,9
158,2,0,4,9,4,6
159,0,0,0,6,6,10
160,5,8,10,2,0,0
161,15,6,7,3,0,0
162,0,3,9,2,1,0
163,0,0,0,2,0,7
164,0,0,0,2,3,9
165,0,0,0,0,0,4
166,3,0,4,10,11,0
167,0,4,2,3,4,1
168,0,0,0,0,6,6
169,0,0,3,3,7,1
170,0,0,0,4,7,7
171,3,16,5,6,0,0
172,1,0,6,4,0,0
173,0,0,0,0,7,8
174,0,3,3,5,2,0
175,0,0,0,7,6,3
176,0,2,3,2,2,0
177,0,0,0,1,4,13
178,2,7,11,3,7,0
179,0,1,14,11,5,0
180,2,3,3,5,1,0
181,3,4,0,2,0,2
182,0,0,0,0,2,3
183,5,7,10,1,0,0
184,6,16,3,4,0,0
185,1,5,1,2,0,0
186,0,0,0,2,5,14
187,0,0,0,11,7,10
188,1,10,10,9,1,0
189,0,0,0,4,13,8
190,0,0,2,7,0,4
191,0,1,0,1,0,2
192,0,0,1,7,0,13
193,1,3,5,7,6,1
194,0,3,2,9,5,4
195,0,0,1,5,5,11
196,0,0,0,3,13,6
197,0,0,1,8,7,6
198,0,2,6,3,6,1
199,5,9,15,3,2,0
200,0,0,0,8,8,2
201,4,7,9,3,0,0
202,0,0,0,3,5,10
203,0,0,0,1,0,0
204,0,0,0,1,4,12
205,0,0,2,5,2,7
206,0,0,0,0,1,13
207,0,2,2,8,1,2
208,0,0,0,5,5,9
209,0,8,2,0,1,0
210,0,4,0,1,0,0
211,0,0,0,5,9,5
212,8,8,8,3,0,0
213,0,7,4,3,1,0
214,0,0,0,0,5,6
215,0,0,0,5,10,7
216,0,2,10,3,5,1
217,2,1,7,7,5,0
218,2,2,4,2,2,1
219,2,7,2,2,0,0
220,0,0,1,4,13,11
221,0,0,1,3,6,11
222,3,9,0,0,0,0
223,4,4,2,2,0,0
224,0,0,3,5,5,10
225,0,0,0,0,6,3
226,7,3,1,1,0,0
227,7,18,6,4,3,0
228,0,3,8,4,2,0
229,3,8,6,3,1,2
230,0,1,5,10,9,7
231,0,0,0,1,2,11
232,0,0,2,7,7,5
233,0,0,3,13,3,0
234,6,4,2,1,0,0
235,0,0,0,2,0,7
236,2,7,1,9,0,0
237,0,0,5,5,6,3
238,1,2,6,3,3,0
239,0,5,7,3,7,0
240,0,10,8,3,0,0
241,0,0,0,4,13,17
242,0,1,1,16,10,8
243,1,4,9,15,8,0
244,2,1,5,2,1,0
245,0,5,10,3,2,0
246,2,0,8,3,3,3
247,2,1,11,2,6,3
248,0,0,1,7,10,13
249,1,3,18,4,6,2
250,2,4,11,11,7,0
251,2,7,0,0,1,0
252,0,0,1,4,6,13
253,9,0,6,3,0,0
254,0,1,7,5,1,0
255,4,0,3,0,0,0
256,0,0,0,1,3,9
257,0,0,0,4,10,11
258,0,2,6,9,1,1
259,0,0,0,0,8,5
260,0,0,9,0,3,0
261,0,0,3,10,7,7
262,10,16,9,3,0,0
263,0,0,0,1,1,3
264,5,6,8,2,0,0
265,5,6,11,0,0,0
266,0,3,4,4,3,3
267,0,0,0,1,4,1
268,0,0,0,3,14,4
269,0,0,0,9,11,10
270,0,2,1,3,2,3
271,5,5,6,13,5,1
272,11,8,6,1,0,0
273,0,0,4,9,12,6
274,0,3,3,14,5,3
275,0,0,4,10,9,2
276,0,0,4,1,6,1
277,0,0,0,1,3,1
278,0,9,12,1,0,0
279,0,0,0,2,13,11
280,0,0,4,0,5,6
281,1,0,0,3,10,7
282,1,3,3,1,9,1
283,0,13,2,5,0,0
284,1,0,8,0,0,1
285,0,1,0,2,7,4
286,3,1,1,1,1,0
287,0,0,2,0,7,8
288,0,0,1,7,3,1
289,1,2,0,4,3,2
290,1,6,1,1,1,0
291,3,1,5,1,0,0
292,1,1,0,3,5,2
293,4,0,13,4,0,0
294,0,0,1,7,7,6
295,0,1,1,0,5,0
296,0,1,8,5,2,1
297,0,0,0,6,8,15
298,0,0,1,0,8,4
299,6,7,5,0,0,0
300,2,1,2,1,0,0
301,0,1,1,1,0,3
302,0,0,1,4,4,0
303,6,5,6,0,0,0
304,4,3,2,4,0,0
305,14,4,0,0,0,0
306,0,0,1,0,2,7
307,12,9,8,0,0,0
308,9,7,4,0,0,0
309,4,9,5,5,0,0
310,1,0,1,4,3,1
311,6,6,3,2,1,0
312,0,3,3,2,2,0
313,0,1,5,3,3,3
314,0,0,2,5,11,17
315,0,0,4,5,7,7
316,0,1,9,10,6,1
317,5,8,4,5,7,0
318,0,0,0,3,2,4
319,0,3,10,3,1,0
320,0,9,0,2,0,0
321,2,8,2,3,2,0
322,3,3,9,6,6,0
323,2,8,4,2,0,0
324,0,0,4,1,2,2
325,0,1,6,12,4,3
326,3,11,1,0,0,0
327,0,1,3,1,4,4
328,4,2,10,4,2,0
329,1,5,4,3,2,3
330,4,1,0,0,0,0
331,2,4,2,0,0,0
332,6,8,2,3,0,0
333,0,0,0,4,4,8
334,1,3,0,5,5,0
335,0,0,3,2,0,4
336,4,0,3,2,1,0
337,0,0,3,6,7,14
338,0,1,3,1,5,1
339,1,3,11,4,2,3
340,0,0,0,2,3,2
341,1,1,12,8,5,0
342,0,0,0,2,2,7
343,1,5,3,0,0,0
344,10,14,3,0,0,0
345,0,0,2,1,10,4
346,0,0,0,4,8,4
347,0,0,1,1,11,6
348,0,0,0,4,4,3
349,0,2,1,2,7,5
350,1,3,5,9,1,0
351,5,11,3,0,0,0
352,0,0,0,0,2,14
353,0,0,2,5,7,0
354,0,3,0,3,1,0
355,0,0,1,3,5,5
356,0,2,0,6,7,3
357,4,3,3,0,0,0
358,0,7,7,6,2,1
359,0,0,1,5,11,8
360,0,5,2,10,0,0
361,5,0,5,0,0,0
362,0,3,2,9,0,0
363,0,0,0,2,13,2
364,0,8,7,10,2,0
365,0,7,13,8,4,1
366,0,0,3,0,10,10
367,2,2,5,11,1,0
368,0,0,5,5,5,4
369,0,6,1,2,2,0
370,1,0,1,7,3,0
371,1,1,2,3,1,0
372,6,6,2,4,0,0
373,1,0,6,2,2,3
374,0,8,7,5,1,0
375,4,5,5,1,0,0
376,1,5,4,0,1,0
377,12,12,8,4,1,0
378,0,0,6,8,4,1
379,1,11,11,3,0,0
380,0,0,0,2,9,5
381,0,0,1,0,1,4
382,5,11,4,5,3,0
383,3,4,3,4,2,1
384,0,0,2,2,11,15
385,0,0,8,4,7,0
386,0,0,1,5,10,17
387,2,4,1,2,4,0
388,0,0,0,3,8,5
389,0,0,0,8,7,0
390,0,1,6,10,3,2
391,0,0,3,8,14,14
392,0,0,1,2,3,3
393,0,0,0,1,4,2
394,0,0,2,2,10,1
395,0,5,4,1,0,0
396,0,1,3,4,12,15
397,3,5,9,6,0,0
398,0,3,1,8,0,1
399,0,10,11,8,1,0
400,1,3,5,5,1,1
401,0,0,1,1,5,3
402,0,3,5,4,12,0
403,0,0,0,0,7,11
404,0,5,7,13,6,0
405,0,0,2,6,14,2
406,4,12,14,5,0,0
407,0,0,0,5,7,4
408,0,0,6,2,2,0
409,0,0,4,7,5,9
410,2,5,1,0,2,0
411,3,4,6,1,1,0
412,5,5,7,4,0,0
413,0,0,0,6,7,4
414,1,3,9,0,2,1
415,0,4,4,12,1,0
416,0,1,4,12,4,1
417,4,10,6,3,3,0
418,0,0,4,5,0,0
419,0,9,0,4,5,0
420,0,0,3,1,7,1
421,0,0,1,2,3,9
422,0,7,1,2,1,0
423,0,1,1,3,5,5
424,0,1,0,1,12,9
425,0,0,1,3,5,0
426,0,1,8,3,2,2
427,0,0,0,0,8,19
428,3,3,2,8,8,2
429,3,12,8,2,0,0
430,2,3,0,2,1,0
431,2,0,1,8,4,0
432,3,9,1,2,0,0
433,3,2,1,1,5,1
434,0,0,1,2,3,2
435,0,6,0,4,1,0
436,0,0,0,9,7,3
437,0,0,4,1,10,4
438,0,0,6,2,6,6
439,0,0,5,6,7,2
440,4,3,2,2,0,0
441,0,0,2,4,1,0
442,2,10,10,3,0,0
443,0,0,0,3,2,3
444,0,0,3,9,5,8
445,0,3,6,3,0,0
446,1,3,10,7,6,1
447,0,3,6,9,7,0
448,6,6,3,3,0,0
449,4,9,5,2,0,0
450,4,6,1,0,1,1
451,0,6,10,8,1,0
452,0,0,4,7,8,3
453,5,4,10,3,0,0
454,0,0,1,2,8,19
455,0,0,6,8,0,0
456,1,3,4,7,2,2
457,3,2,2,0,0,0
458,0,0,3,9,7,2
459,3,5,3,2,0,0
460,0,0,0,2,5,10
461,1,2,0,9,2,0
462,1,2,0,6,3,1
463,0,2,2,5,6,0
464,0,2,0,7,11,4
465,0,0,2,3,7,11
466,0,3,9,2,3,0
467,2,3,5,1,2,0
468,0,0,0,1,3,9
469,3,3,0,3,0,0
470,0,0,0,2,8,5
