Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,8,4,12,5,1,4,0,0
2,2,3,9,8,7,5,5,0
3,0,0,6,3,1,6,4,0
4,0,0,0,2,4,9,5,4
5,0,0,2,0,7,2,3,1
6,0,0,0,0,6,10,10,1
7,0,0,2,2,0,3,1,2
8,0,3,7,12,8,9,4,0
9,3,3,11,0,0,1,1,0
10,0,0,1,3,3,12,8,5
11,0,0,0,0,0,7,8,0
12,3,7,13,9,3,5,2,0
13,0,2,4,3,7,5,5,1
14,0,0,5,8,3,5,4,0
15,0,3,5,9,3,0,3,2
16,0,2,0,6,3,0,0,0
17,4,7,9,1,2,0,0,0
18,0,8,0,4,4,3,1,0
19,0,0,0,0,6,12,10,5
20,0,1,3,7,2,3,3,0
21,9,0,8,0,0,0,0,0
22,0,0,0,4,4,2,0,0
23,0,6,11,3,2,3,0,0
24,1,8,11,0,2,5,0,0
25,0,0,5,3,7,7,8,3
26,6,9,12,5,3,0,1,0
27,4,2,3,1,0,0,0,0
28,5,6,11,0,1,0,0,0
29,0,0,0,4,1,5,9,6
30,0,2,0,0,6,4,1,1
31,3,18,3,5,3,1,1,0
32,0,0,2,1,3,3,0,1
33,3,1,1,8,0,6,1,0
34,0,2,0,3,5,7,10,1
35,1,2,6,12,16,11,4,1
36,3,5,10,6,7,5,1,0
37,0,0,0,0,0,4,7,11
38,0,1,0,0,6,5,1,3
39,0,0,0,0,6,5,11,12
40,4,0,1,6,5,0,0,0
41,9,4,1,2,2,0,0,0
42,0,0,0,2,1,0,8,7
43,3,2,7,4,3,0,0,0
44,3,10,9,4,9,5,1,0
45,0,2,2,1,3,2,1,0
46,0,0,0,3,12,11,6,5
47,0,1,0,3,4,3,12,7
48,0,0,0,0,0,4,8,15
49,0,5,3,6,4,6,0,2
50,6,4,8,3,0,0,0,0
51,0,0,3,0,10,3,9,7
52,0,0,2,2,1,4,6,5
53,0,0,3,6,12,4,3,1
54,2,2,10,9,9,5,1,1
55,0,9,1,5,0,0,0,0
