Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,3,4,9,2,0,0,0,0
2,1,1,4,5,4,3,2,0
3,0,3,5,5,3,2,3,1
4,0,1,0,1,1,4,9,7
5,0,0,1,1,6,2,2,0
6,0,0,0,2,4,5,10,0
7,0,0,1,1,2,5,3,1
8,0,2,6,9,9,4,2,2
9,3,10,4,0,1,0,0,0
10,0,0,0,1,6,5,4,1
11,0,0,0,0,0,0,6,5
12,0,5,6,8,3,3,1,0
13,0,1,5,4,7,12,2,3
14,0,0,1,5,5,0,2,2
15,0,0,1,5,2,3,6,1
16,1,3,1,0,1,1,0,0
17,5,3,6,5,1,0,0,0
18,0,5,1,3,3,2,0,0
19,0,0,0,3,7,9,5,4
20,0,0,4,2,3,4,0,1
21,12,3,9,1,0,0,0,0
22,0,1,0,4,3,3,0,0
23,1,0,4,4,0,1,0,0
24,2,4,2,5,2,1,1,0
25,0,2,2,6,4,9,3,0
26,2,6,5,6,1,0,0,0
27,4,2,2,0,0,0,0,0
28,4,3,4,1,3,0,0,0
29,0,0,0,2,5,6,7,2
30,0,1,1,1,7,1,1,1
31,3,8,3,3,4,0,0,0
32,1,0,1,2,0,2,2,0
33,2,2,4,4,5,1,0,0
34,0,1,1,2,6,6,6,7
35,0,1,3,13,9,9,5,1
36,2,6,11,15,4,1,2,0
37,0,0,0,1,1,3,3,8
38,0,2,0,2,1,2,2,2
39,0,0,0,0,5,4,6,10
40,3,3,4,7,2,0,0,1
41,6,1,2,1,1,0,0,0
42,0,0,0,3,2,5,4,2
43,5,2,6,2,2,1,0,0
44,6,6,7,8,2,1,0,0
45,0,2,1,3,3,3,0,1
46,0,0,0,2,3,6,3,2
47,0,0,1,2,5,4,6,0
48,0,0,0,1,0,5,4,9
49,0,2,0,6,8,3,2,3
50,3,3,3,3,0,0,0,0
51,1,0,3,1,2,5,6,3
52,0,0,2,1,4,4,4,4
53,0,0,1,3,5,7,4,2
54,3,2,7,4,4,2,1,0
55,4,6,2,2,1,1,0,0
56,0,0,0,0,2,5,12,10
57,1,3,3,0,1,0,0,0
58,0,0,0,0,1,4,5,2
59,2,4,7,1,0,0,0,0
60,0,0,1,0,1,3,9,15
61,3,4,8,4,4,3,1,0
62,5,2,3,2,2,0,0,0
63,0,1,2,4,10,12,1,0
64,0,0,0,0,7,6,8,6
65,0,0,0,0,1,2,6,3
66,0,0,0,0,1,8,3,4
67,0,2,2,5,0,0,1,0
68,7,8,5,4,3,1,0,0
69,0,2,6,3,4,3,0,0
70,3,6,5,6,5,1,0,0
71,0,0,0,1,7,6,7,4
72,0,1,4,5,4,3,5,0
73,4,9,2,2,0,0,0,0
74,0,2,0,6,9,8,3,1
