Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,1,0,5,4
2,1,7,4,5,2,0
3,0,0,1,3,9,5
4,0,4,4,6,0,0
5,0,0,3,2,3,1
6,0,0,0,0,2,4
7,0,0,0,0,4,3
8,0,3,5,6,8,3
9,2,5,2,5,2,0
10,0,0,0,3,5,2
11,0,0,1,4,4,0
12,3,11,9,6,1,0
13,0,1,7,7,2,1
14,0,0,1,3,8,5
15,0,0,0,1,3,7
16,0,1,4,1,2,0
17,0,1,2,5,1,1
18,0,2,0,4,3,4
19,0,3,4,6,6,0
20,7,1,1,2,0,0
21,0,0,0,0,8,11
22,2,4,6,0,1,0
23,0,3,2,3,3,0
24,1,0,4,4,4,0
25,0,0,2,2,4,4
26,0,0,1,4,5,7
27,0,1,4,1,0,0
28,0,0,2,1,11,8
29,0,0,0,4,3,6
30,0,0,0,0,2,4
31,1,2,4,5,4,3
32,2,2,3,1,2,0
33,0,1,0,3,1,0
34,3,6,9,1,2,0
35,0,4,8,6,4,2
36,4,10,3,2,1,0
37,2,2,1,3,1,0
38,0,0,0,0,3,8
39,0,0,1,4,10,9
40,0,3,4,2,4,5
41,0,0,0,0,3,1
42,0,0,1,3,7,4
43,5,4,0,0,1,0
44,4,5,5,2,1,0
45,1,3,1,2,1,0
46,0,4,4,6,3,1
47,0,0,0,7,1,0
48,1,5,2,5,8,1
49,0,0,5,5,4,2
50,3,2,1,0,0,0
51,1,4,4,2,1,1
52,0,0,0,3,4,7
53,0,0,5,5,8,3
54,0,0,1,3,8,6
55,0,1,3,5,2,1
56,1,3,6,5,2,3
57,0,0,0,5,4,1
58,0,0,0,0,4,0
59,3,5,0,0,0,0
60,0,0,1,1,8,6
61,0,0,0,1,5,7
62,0,2,2,2,0,0
63,0,0,1,4,6,6
64,0,1,7,3,2,2
65,2,3,1,2,0,0
66,0,1,5,1,0,1
67,2,1,0,2,0,0
68,0,0,4,7,5,2
69,0,1,2,4,3,4
70,0,0,0,3,4,9
71,1,3,5,2,1,0
72,1,2,2,0,0,0
73,0,0,1,0,4,8
74,4,2,8,1,0,0
75,5,5,2,0,0,0
76,0,1,5,3,1,0
77,7,6,6,1,1,0
78,0,0,0,0,4,6
79,0,0,2,3,6,1
80,0,0,0,0,2,2
81,0,0,0,4,5,11
82,0,0,2,5,3,2
83,2,4,4,2,2,0
84,0,0,1,0,0,4
85,0,0,0,6,4,3
86,2,5,3,5,2,0
87,3,3,5,2,0,0
88,0,2,4,2,5,0
89,0,6,5,6,2,1
90,0,4,4,5,2,1
91,3,6,0,0,0,0
92,0,0,1,2,0,0
93,3,5,4,1,0,0
94,0,0,4,6,3,3
95,5,7,6,1,0,0
96,0,0,0,1,7,12
97,0,0,0,0,4,13
98,5,7,2,0,0,0
99,4,3,2,1,1,0
100,0,1,2,4,4,4
101,0,1,3,0,0,1
102,10,6,7,1,0,0
103,2,3,6,3,0,0
104,0,0,5,7,7,0
105,5,7,11,1,0,0
106,0,0,1,0,0,5
107,0,0,2,5,6,5
108,4,9,2,2,1,0
109,1,4,2,7,0,0
110,3,4,3,1,0,0
111,0,0,0,0,4,3
112,0,2,2,0,0,0
113,2,4,9,8,3,0
114,0,1,7,5,5,0
115,0,0,0,3,5,6
116,0,0,1,3,9,6
117,4,5,5,5,0,0
118,0,0,0,0,1,3
119,0,0,1,3,4,10
120,0,0,1,5,3,4
121,4,4,5,1,1,0
122,0,0,0,2,10,6
123,2,7,2,5,2,0
124,0,0,1,1,4,5
125,0,0,1,3,3,3
126,5,3,5,0,0,1
127,0,0,1,3,11,6
128,0,1,1,4,5,5
129,1,3,2,1,0,0
130,1,3,3,3,1,0
131,1,4,4,4,0,1
132,0,0,3,4,6,1
133,0,0,0,0,3,2
134,0,0,0,1,8,10
135,2,4,3,2,0,0
136,0,0,7,4,2,0
137,3,6,3,1,0,0
138,0,0,2,2,4,2
139,1,1,6,1,2,1
140,2,1,3,9,9,8
141,7,4,9,2,1,0
142,0,1,0,2,4,0
143,0,0,0,4,4,2
144,6,2,5,0,0,0
145,0,0,0,1,1,5
146,0,0,1,2,4,4
147,1,6,5,4,1,0
148,0,0,0,5,4,10
149,0,0,0,1,3,3
150,0,0,1,5,1,5
151,0,2,4,6,13,6
152,3,1,1,1,2,1
153,0,1,2,2,5,3
154,0,0,0,1,5,11
155,2,2,3,3,4,1
156,0,4,4,3,0,0
157,0,0,2,7,2,1
158,1,8,5,1,0,1
159,0,0,0,0,4,2
160,0,0,2,6,6,3
161,0,1,1,2,6,0
162,6,9,3,0,0,0
163,0,0,0,4,4,2
164,0,0,1,3,6,7
165,0,0,0,1,2,2
166,0,1,0,4,7,8
167,0,1,2,3,3,1
168,0,1,1,4,3,1
169,0,0,2,4,4,2
170,1,0,3,6,6,2
171,5,3,3,1,1,0
172,0,0,0,0,3,3
173,1,3,3,7,0,0
174,0,1,4,0,2,0
175,0,0,3,1,9,4
176,0,0,0,1,3,3
177,2,12,0,1,0,0
178,0,0,1,5,2,1
179,3,6,4,3,2,0
180,0,4,1,0,1,0
181,0,0,3,3,7,2
182,3,2,2,6,1,0
183,1,3,7,7,1,2
184,8,8,5,1,0,0
185,0,0,0,3,4,2
186,0,1,4,8,3,1
187,0,1,8,7,4,3
188,0,1,0,2,4,0
189,0,0,0,7,4,5
190,0,0,2,2,1,3
191,0,0,1,1,1,5
192,0,0,0,2,6,6
193,0,0,1,4,9,9
194,6,7,9,1,0,0
195,0,0,0,1,6,7
196,0,3,4,2,3,1
197,0,0,1,3,5,8
198,0,3,3,11,5,2
199,2,1,6,7,4,1
200,1,3,6,6,2,1
201,0,0,5,6,3,4
202,0,0,0,2,3,1
203,0,1,1,2,2,0
204,0,1,4,6,6,3
205,0,0,0,6,5,6
206,3,3,2,0,0,0
207,2,6,3,2,0,0
208,0,0,0,1,2,6
209,4,2,3,2,0,0
210,0,0,0,0,3,3
211,0,0,3,3,4,2
212,1,1,2,3,4,2
213,1,5,5,2,0,0
214,4,4,3,1,0,0
215,0,0,0,0,1,10
216,1,2,4,2,1,1
217,0,1,0,7,2,3
218,2,10,9,0,0,0
219,0,0,0,5,6,5
220,0,1,1,5,8,4
221,1,3,4,5,5,2
222,9,4,1,0,0,0
223,3,0,2,1,0,0
224,6,3,2,2,1,0
225,0,3,7,4,1,0
226,0,0,5,2,1,0
227,0,2,7,7,3,2
228,0,2,6,2,3,1
229,0,4,6,6,6,1
230,1,0,4,4,1,1
231,0,0,0,3,9,11
232,0,0,0,5,7,2
233,2,6,7,3,0,0
234,6,7,4,1,0,0
235,0,1,1,4,2,0
236,3,3,4,1,0,0
237,3,4,1,2,0,0
238,3,3,4,0,0,0
239,0,0,0,2,8,6
240,0,0,0,0,1,3
241,0,0,2,4,8,6
242,0,1,2,7,4,2
243,0,0,1,11,4,9
244,0,0,0,3,3,4
245,0,0,0,1,5,3
246,6,9,6,1,0,0
247,0,0,0,3,10,7
248,0,0,0,3,4,15
249,0,0,2,6,7,8
250,10,13,5,2,0,0
251,0,1,3,2,2,1
252,1,5,4,6,0,1
253,7,8,4,4,0,0
254,0,0,0,0,3,9
255,8,4,1,0,0,0
256,0,0,0,5,5,1
257,1,1,4,2,9,3
258,7,2,5,3,0,0
259,0,1,7,6,4,3
260,1,2,3,3,2,0
261,4,6,8,2,0,0
262,0,0,0,1,9,8
263,0,0,0,0,4,7
264,2,3,2,1,0,0
265,0,0,4,7,3,7
266,1,2,0,5,5,2
267,0,0,2,8,6,2
268,2,2,4,4,4,0
269,0,2,9,4,1,2
270,0,1,3,5,1,0
271,0,0,1,4,14,8
272,1,5,11,7,1,0
273,3,11,4,2,0,0
274,6,11,7,2,0,0
275,4,5,8,2,0,0
276,0,0,0,4,8,11
277,0,0,1,4,3,4
278,0,0,0,4,4,1
279,0,2,5,6,1,3
280,0,0,1,5,5,8
281,3,4,8,7,0,1
282,3,4,2,3,3,0
283,1,3,7,3,0,1
284,0,0,1,4,5,4
285,0,0,0,1,1,7
286,0,0,2,4,3,1
287,0,0,2,4,6,5
288,0,2,2,2,6,1
289,0,0,0,3,3,2
290,0,4,5,0,0,0
291,2,3,0,1,0,0
292,0,0,1,3,10,1
293,1,4,3,3,0,0
294,1,0,3,5,4,3
295,0,0,0,0,4,8
296,0,0,1,1,5,15
297,0,0,2,2,6,3
298,0,0,1,0,4,2
299,2,6,5,1,0,0
300,0,6,0,1,1,0
301,0,0,0,2,4,1
302,3,0,6,5,0,0
303,0,0,1,2,6,6
304,0,0,2,5,5,3
305,0,1,2,3,0,1
306,2,4,6,8,2,0
307,1,0,7,8,0,0
308,0,0,1,1,9,11
309,0,0,0,5,6,3
310,2,2,1,1,0,0
311,0,2,6,7,4,2
312,3,2,1,2,0,0
313,0,0,1,4,5,2
314,0,1,2,7,4,6
315,0,0,1,2,5,7
316,0,0,0,5,6,3
317,4,4,5,0,0,0
318,2,4,2,1,0,0
319,0,0,0,0,3,5
320,0,0,1,1,1,4
321,2,4,8,1,1,0
322,4,6,4,1,0,0
323,0,0,3,4,8,8
324,0,0,0,2,3,3
325,9,8,3,1,0,0
326,0,0,1,2,9,6
327,0,4,4,6,0,0
328,2,3,3,6,3,1
329,0,0,0,9,2,4
330,0,0,0,0,3,6
331,0,1,1,0,3,10
332,0,0,0,0,4,10
333,0,1,3,2,1,0
334,1,0,2,3,3,0
335,0,1,2,4,4,1
336,0,0,1,1,1,0
337,0,2,3,4,5,2
338,0,6,3,1,0,0
339,0,2,2,7,1,2
340,0,2,5,3,1,0
341,0,0,0,4,4,7
342,0,1,0,5,5,3
343,0,0,0,2,2,4
344,1,9,1,0,1,0
345,1,5,6,6,1,0
346,2,4,5,1,0,0
347,0,1,2,8,2,1
348,0,0,0,4,5,5
349,0,0,1,4,10,5
350,3,6,9,1,0,0
351,0,1,0,3,3,8
352,2,5,10,0,2,0
353,3,4,4,0,0,0
354,1,2,1,2,1,0
355,0,0,0,2,3,5
356,0,0,0,1,6,3
357,2,5,0,2,1,0
358,0,2,8,0,0,1
359,0,0,0,3,4,13
360,1,1,1,4,4,3
361,0,0,4,4,3,0
362,4,3,6,3,1,0
363,1,1,2,5,1,0
364,2,6,6,4,0,0
365,11,8,4,2,0,0
366,1,1,4,4,0,0
367,0,0,3,8,6,3
368,0,0,4,8,6,8
369,0,0,1,4,1,1
370,1,5,4,1,0,0
371,0,0,0,0,4,9
372,0,2,2,5,5,1
373,0,4,2,2,0,0
374,1,5,5,1,1,0
375,0,1,2,2,1,0
376,0,0,0,1,5,0
377,0,0,0,2,4,15
378,1,4,6,1,0,0
379,0,1,5,7,10,8
380,0,5,3,2,1,0
381,0,0,0,2,0,0
382,0,0,0,3,8,8
383,1,0,7,6,2,2
384,0,0,0,3,7,8
385,0,1,1,2,8,9
386,0,2,6,7,7,5
387,0,0,4,2,1,0
388,0,0,0,0,2,3
389,0,1,4,3,2,5
390,0,0,1,3,15,7
391,0,2,6,10,5,1
392,2,2,4,5,2,2
393,5,3,10,0,0,0
394,0,1,0,4,2,1
395,0,2,2,3,3,0
396,4,6,9,2,0,0
397,0,0,0,4,5,6
398,7,5,6,1,2,0
399,0,0,1,2,4,8
400,0,1,2,3,4,8
401,1,0,1,0,2,1
402,0,0,1,2,5,7
403,0,0,1,6,6,3
404,0,1,4,5,7,2
405,0,0,2,7,7,2
