Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,0,2,6,8
2,2,1,5,5,1,0
3,0,0,0,2,3,8
4,1,4,1,4,2,0
5,0,1,0,5,2,0
6,0,0,0,2,3,6
7,0,0,0,0,2,3
8,0,3,5,5,5,5
9,3,3,6,1,1,0
10,0,1,1,4,6,6
11,0,1,1,2,1,0
12,2,8,3,3,2,0
13,0,2,3,4,6,0
14,0,0,0,6,2,0
15,0,0,0,1,0,2
16,0,1,2,3,0,1
17,0,0,7,3,5,2
18,0,0,1,5,4,0
19,0,0,0,3,4,1
20,1,2,4,1,0,0
21,0,0,0,1,5,10
22,0,1,4,1,0,0
23,0,0,1,5,1,0
24,0,2,0,2,7,0
25,0,0,2,4,5,5
26,0,0,0,3,4,5
27,1,3,1,1,0,0
28,0,0,0,1,4,6
29,0,0,1,3,7,3
30,0,0,1,1,6,2
31,0,1,3,5,4,1
32,0,5,2,0,0,0
33,1,4,2,7,2,0
34,3,13,1,4,2,0
35,3,1,7,10,4,2
36,4,3,5,2,0,0
37,2,3,2,2,1,0
38,0,0,0,0,5,3
39,0,0,3,2,4,1
40,0,1,0,4,3,4
41,0,0,0,0,1,3
42,0,1,0,3,3,7
43,2,2,4,0,0,0
44,7,8,2,0,0,0
45,0,3,4,2,0,1
46,1,0,2,4,3,2
47,0,0,2,4,4,3
48,0,1,4,5,5,2
49,0,2,1,4,6,1
50,0,4,4,1,0,0
51,0,4,6,4,2,1
52,0,0,0,0,2,14
53,0,1,3,3,7,4
54,0,0,0,2,4,8
55,0,1,2,2,5,3
56,1,0,4,7,3,0
57,0,0,1,3,1,0
58,0,0,0,2,3,5
59,2,2,2,3,0,0
60,0,0,1,3,4,1
61,0,0,1,3,6,10
62,3,0,4,1,0,0
63,0,0,1,5,2,3
64,0,4,5,3,0,1
65,1,2,2,1,0,0
66,2,4,5,2,1,0
67,1,5,6,1,0,0
68,0,0,1,10,7,5
69,0,0,0,0,1,1
70,0,0,1,2,7,5
71,2,5,11,5,0,0
72,1,1,1,1,0,0
73,0,0,0,1,1,3
74,5,10,12,4,2,1
75,3,4,3,0,1,0
76,0,0,1,6,4,3
77,5,5,2,1,0,0
78,0,0,1,2,1,1
79,0,2,2,8,8,0
80,0,0,1,1,5,0
81,0,0,0,0,7,2
82,0,1,2,4,2,2
83,0,3,4,0,1,0
84,0,0,1,3,2,5
85,0,1,1,1,6,4
86,1,3,4,4,0,0
87,1,9,2,2,0,0
88,1,4,3,8,3,0
89,0,3,4,7,9,3
90,0,3,5,3,2,1
91,4,3,3,0,0,0
92,2,3,5,2,0,0
93,1,4,4,1,0,0
94,0,0,1,4,1,5
95,1,5,2,0,0,0
96,0,0,0,0,11,8
97,0,0,0,8,3,4
98,5,4,2,1,0,0
99,1,0,4,3,0,0
100,0,1,4,4,5,1
101,2,5,0,2,0,0
102,8,1,5,1,0,0
103,0,4,9,1,0,0
104,0,2,3,7,7,2
105,2,6,7,5,2,0
106,0,0,0,1,1,4
107,0,0,5,4,6,3
108,3,4,2,1,0,0
109,0,3,6,3,2,1
110,1,1,3,0,1,0
111,0,0,0,3,1,5
112,2,6,0,1,0,0
113,1,1,6,7,3,0
114,2,4,7,11,2,1
115,0,0,1,5,7,3
116,0,0,1,1,8,7
117,3,3,6,1,0,1
118,0,0,0,1,4,3
119,0,0,1,2,7,8
120,0,0,0,2,4,5
121,1,4,2,2,0,0
122,0,0,1,2,10,7
123,3,1,3,2,0,0
124,0,0,0,2,3,2
125,0,0,0,1,5,6
126,4,7,3,0,0,0
127,0,0,2,4,9,12
128,0,1,0,3,6,5
129,0,1,1,2,0,0
130,3,7,7,1,0,0
131,0,4,5,2,1,0
132,0,0,1,1,5,2
133,0,0,0,1,0,2
134,0,0,0,1,3,3
135,4,6,4,4,2,0
136,0,2,5,5,2,2
137,4,10,2,4,0,0
138,0,0,1,6,5,2
139,0,1,2,5,2,0
140,0,2,8,4,6,3
141,0,4,11,3,0,0
142,1,3,3,2,2,1
143,0,0,2,5,2,2
144,4,5,2,0,1,0
145,0,0,0,0,1,4
146,0,0,0,6,3,3
147,0,4,5,6,1,0
148,0,0,0,2,6,5
149,0,0,0,2,1,6
150,0,0,1,0,5,1
151,0,0,3,3,5,3
152,0,1,2,2,3,0
153,0,0,0,2,2,2
154,0,0,1,0,3,10
155,0,3,3,8,2,0
156,2,0,7,2,1,0
157,0,0,2,2,4,4
158,1,6,1,2,0,0
159,0,0,1,2,3,3
160,0,0,1,1,8,3
161,0,0,3,6,0,2
162,6,3,3,0,0,0
163,0,0,3,2,9,2
