Store_ID,Size_1,Size_2,Size_3,Size_4
1,1,4,4,0
2,0,0,2,14
3,0,0,6,5
4,1,2,4,1
5,0,0,1,4
6,2,2,1,1
7,0,0,5,1
8,0,3,3,3
9,0,2,4,1
10,0,0,0,4
11,0,2,4,0
12,0,6,6,2
13,2,10,1,0
14,0,0,5,1
15,0,0,1,1
16,1,2,1,0
17,2,3,0,0
18,4,5,1,0
19,0,0,3,7
20,0,1,1,1
21,0,0,3,8
22,0,0,4,3
23,0,0,0,8
24,0,0,2,10
25,0,1,6,5
26,0,4,3,3
27,0,0,0,3
28,0,0,2,5
29,0,1,0,4
30,3,4,0,0
31,0,2,3,1
32,0,1,2,0
33,0,0,0,0
34,0,1,10,7
35,7,3,1,0
36,0,0,3,9
37,2,3,3,0
38,0,0,3,2
39,1,1,4,1
40,0,1,7,1
41,0,2,3,1
42,6,3,1,0
43,0,1,3,0
44,0,0,4,7
45,0,1,1,3
46,3,4,3,0
47,0,3,5,1
48,0,0,5,4
49,4,4,6,0
50,4,2,0,0
51,2,4,1,0
52,0,5,1,1
53,0,0,6,7
54,0,0,7,6
55,0,0,2,10
56,2,12,7,0
57,0,4,2,0
58,0,0,3,2
59,1,1,0,1
60,2,4,5,0
61,0,0,2,3
62,1,5,2,0
63,0,3,2,0
64,0,2,3,5
65,0,1,4,2
66,0,2,3,0
67,2,2,1,0
68,0,0,3,8
69,0,2,5,0
70,0,0,2,9
71,0,1,4,0
72,1,1,3,2
73,0,4,0,0
74,0,0,2,10
75,0,6,2,1
76,0,3,4,1
77,0,0,1,4
78,0,3,1,1
79,0,0,2,5
80,0,2,2,2
81,4,5,0,0
82,1,6,0,0
83,3,2,0,0
84,0,2,1,1
85,0,4,2,0
86,0,0,0,7
87,0,1,3,3
88,1,5,5,0
89,2,3,7,0
90,1,0,5,4
91,0,0,0,5
92,0,0,3,10
93,3,3,1,0
94,1,3,0,0
95,0,0,2,8
96,3,4,3,0
97,0,0,1,4
98,3,12,6,1
99,0,0,1,5
100,2,0,0,0
101,0,0,1,4
102,2,5,2,0
103,0,5,2,0
104,0,5,5,3
105,0,4,6,4
106,0,3,0,0
107,0,4,6,1
108,0,0,7,3
109,0,0,2,4
110,0,1,4,1
111,0,0,0,5
112,0,0,1,3
113,2,2,5,2
114,5,4,4,1
115,0,0,2,2
116,4,6,5,0
117,0,3,2,0
118,0,1,2,2
119,0,1,10,5
120,1,2,7,2
121,4,5,3,0
122,5,8,5,0
123,0,3,4,0
124,2,3,1,0
125,0,2,3,3
126,0,6,4,2
127,0,1,3,13
128,1,5,2,1
129,0,3,0,0
130,3,6,4,0
131,0,0,1,5
132,0,0,0,3
133,0,0,3,2
134,2,4,1,0
135,1,7,6,0
136,7,6,0,0
137,5,8,1,0
138,0,1,7,4
139,0,5,3,1
140,0,0,3,10
141,0,0,3,10
142,0,3,4,2
143,3,4,2,0
144,4,4,2,1
145,1,4,0,0
146,0,1,0,1
147,0,4,3,0
148,0,0,1,8
149,0,2,5,0
150,0,0,3,1
151,0,2,5,8
152,1,1,0,1
153,0,0,1,2
154,0,2,5,7
155,4,8,3,1
156,0,0,0,6
157,1,3,5,1
158,4,7,0,0
159,0,0,5,4
160,4,5,3,1
161,4,7,4,0
162,2,2,4,2
163,0,1,2,0
164,0,4,3,0
165,0,4,2,0
166,0,0,2,11
167,5,5,0,1
168,2,4,2,1
169,0,1,2,4
170,0,3,4,1
171,2,2,2,2
172,1,2,6,0
173,1,4,3,0
174,1,2,2,0
175,0,1,0,7
176,0,0,5,2
177,0,1,5,5
178,0,7,2,0
179,3,6,4,0
180,1,1,3,0
181,0,0,1,4
182,0,0,2,1
183,0,0,7,3
184,2,6,9,3
185,0,2,2,0
186,0,0,4,6
187,1,6,1,0
188,0,0,8,4
189,0,0,1,5
190,3,3,0,0
191,0,1,4,0
192,4,5,1,0
193,0,1,6,4
194,0,1,4,2
195,0,0,2,6
196,0,0,2,8
197,0,0,2,9
198,0,0,4,5
199,0,0,2,13
200,0,0,6,4
201,2,4,1,2
202,0,0,3,4
203,4,2,1,0
204,0,0,7,4
205,0,0,2,4
206,2,3,0,0
207,1,4,5,0
208,0,0,1,9
209,0,0,1,5
210,0,0,2,2
211,0,1,5,3
212,0,0,2,4
213,5,8,0,0
214,2,5,1,0
215,0,0,5,7
216,0,3,4,2
217,1,4,2,0
218,0,3,6,2
219,0,3,4,0
220,1,4,7,1
221,0,0,5,7
222,0,0,2,3
223,0,0,2,3
224,0,0,4,8
225,0,4,1,0
226,0,0,1,5
227,0,0,5,10
228,0,1,2,8
229,0,0,6,6
230,3,8,4,0
231,2,9,1,0
232,0,0,2,8
233,0,0,5,6
234,3,5,3,0
235,0,0,3,3
236,1,5,0,0
237,0,0,2,2
238,0,1,5,4
239,0,0,4,3
240,0,1,2,1
241,7,9,0,0
242,0,1,3,5
243,0,2,6,7
244,1,6,0,1
245,1,3,2,0
246,5,5,7,1
247,0,1,4,2
248,2,7,11,1
249,0,5,6,1
250,0,2,5,4
251,0,0,2,2
252,0,8,1,0
253,0,1,9,1
254,0,3,4,1
255,0,0,3,1
256,0,0,0,3
257,0,1,3,13
258,0,4,2,1
259,0,0,0,3
260,0,1,1,4
261,1,3,5,1
262,0,5,6,0
263,0,0,2,0
264,0,2,3,0
265,0,0,6,4
266,0,0,3,4
267,0,2,6,5
268,0,2,5,0
269,7,7,1,0
270,0,3,2,1
271,0,1,5,5
272,2,6,5,0
273,0,2,6,4
274,0,0,3,7
275,0,1,5,4
276,0,1,1,1
277,0,0,4,14
278,0,0,2,7
279,0,1,0,4
280,0,6,6,1
281,0,9,8,1
282,0,1,4,1
283,0,0,2,7
284,0,1,2,2
285,0,5,4,1
286,2,2,2,2
287,0,0,0,11
288,0,0,3,6
289,1,4,2,0
290,0,2,5,2
291,0,1,0,0
292,0,4,2,1
293,0,0,2,9
294,0,0,2,4
295,2,2,0,0
296,1,0,4,9
297,2,3,2,0
298,0,0,2,6
299,0,0,1,6
300,1,2,3,2
301,0,1,1,1
302,4,6,0,0
303,0,1,2,6
304,0,0,2,7
305,3,3,0,0
306,4,6,2,2
307,0,0,1,8
308,4,4,1,0
309,5,4,1,1
310,0,1,5,0
311,0,0,7,1
312,0,0,4,2
313,0,0,2,1
314,0,0,5,7
315,1,7,4,3
316,0,3,3,1
317,2,1,4,2
318,0,1,3,2
319,0,0,0,0
320,0,0,1,8
321,0,4,4,1
322,0,4,5,1
323,0,2,4,1
324,0,0,1,3
325,0,0,3,7
326,2,3,5,0
327,3,3,4,0
328,0,0,2,3
329,0,0,0,6
330,0,0,1,0
331,0,0,6,2
332,0,3,5,7
333,0,4,4,1
334,0,3,0,0
335,0,1,1,1
336,0,1,0,0
337,3,6,4,2
338,2,10,0,0
339,0,1,3,5
340,0,3,2,1
341,2,6,2,0
342,0,3,5,3
343,0,0,2,4
344,1,2,3,0
345,0,1,6,5
346,5,4,2,0
347,0,6,3,0
348,2,2,3,0
349,1,0,3,2
350,0,0,3,11
351,0,5,3,3
352,0,0,0,5
353,5,8,3,0
354,2,3,0,0
355,0,0,0,4
356,0,2,4,0
357,0,0,3,0
358,0,0,4,2
359,0,7,5,4
360,0,0,1,6
361,0,1,2,5
362,0,0,2,7
363,0,1,1,7
364,0,0,2,11
365,0,1,2,7
366,0,1,4,0
367,0,1,7,4
368,0,2,7,4
369,0,1,1,4
370,0,0,2,3
371,3,2,0,0
372,1,3,1,0
373,0,1,6,2
374,0,1,8,1
375,1,2,1,1
376,0,2,4,1
377,2,4,6,2
378,0,0,0,3
379,0,0,6,11
380,0,0,2,3
381,0,1,3,1
382,0,1,3,4
383,2,3,4,2
384,0,0,5,11
385,4,6,0,0
386,0,0,2,7
387,0,0,0,2
388,0,0,3,0
389,0,0,0,11
390,1,5,2,1
391,2,3,4,0
392,0,2,1,5
393,0,1,4,5
394,0,4,1,1
395,1,0,2,4
396,3,7,1,0
397,3,7,3,0
398,0,0,3,2
399,0,2,3,1
400,1,5,3,2
401,0,1,4,0
402,5,2,1,0
403,1,5,1,0
404,0,10,3,1
405,0,2,1,4
406,0,4,8,0
407,0,1,3,2
408,0,0,0,4
409,4,3,5,1
410,0,1,2,3
411,3,8,2,0
412,1,6,7,3
413,0,0,2,7
414,0,4,7,1
415,0,0,10,5
416,0,0,2,3
417,0,0,0,2
418,3,5,2,0
419,0,2,4,0
420,0,7,1,2
421,2,7,5,0
422,1,4,1,1
423,0,0,0,1
424,2,2,2,0
425,0,0,2,4
426,1,0,2,1
427,0,3,3,0
428,0,6,6,0
429,0,2,7,2
430,0,0,1,3
431,0,0,0,6
432,0,1,9,2
433,3,4,4,1
434,0,0,0,5
435,0,1,2,5
436,0,0,4,2
437,0,4,3,2
438,0,0,8,8
439,0,0,1,5
440,3,3,0,0
441,1,2,0,0
442,0,0,5,9
443,0,0,1,10
444,0,0,0,6
445,0,0,6,7
446,5,8,3,2
447,0,0,6,1
448,0,0,1,6
449,0,0,5,4
450,0,2,4,2
451,0,0,3,10
452,5,2,2,0
453,0,2,3,4
454,0,0,2,3
455,0,2,3,4
456,0,1,3,3
457,0,0,3,2
458,3,10,1,1
459,0,1,4,5
460,0,0,3,6
461,0,1,1,4
462,0,0,2,3
463,0,0,4,5
464,0,2,4,9
465,1,5,7,4
466,8,3,2,0
467,0,0,4,2
468,0,1,4,9
469,2,2,1,0
470,0,0,3,15
471,0,0,2,4
472,0,4,3,3
473,0,0,1,5
474,0,2,11,1
475,0,0,6,7
476,2,10,4,1
477,0,0,3,3
478,0,0,5,6
479,0,2,7,4
480,5,4,3,0
481,0,1,6,2
482,1,2,3,2
483,1,2,3,1
484,1,4,1,0
485,0,4,3,3
486,0,2,1,6
487,0,2,0,1
488,0,0,2,1
489,1,5,3,2
490,0,0,6,7
491,0,6,3,1
492,1,4,0,0
493,0,1,1,0
494,3,2,0,0
495,0,1,8,5
496,0,1,5,2
497,0,2,6,3
498,0,0,3,4
499,0,7,6,2
500,2,6,5,0
501,1,4,1,0
502,0,0,2,4
503,6,1,0,0
504,1,3,6,1
505,0,1,4,5
506,0,0,0,3
507,0,0,5,10
508,0,0,0,11
509,1,9,2,0
510,0,0,2,4
511,0,0,5,8
512,1,3,5,1
513,0,0,5,10
514,3,6,4,0
515,0,0,2,0
516,0,4,1,0
517,3,6,4,0
518,2,5,5,1
519,1,8,9,1
520,0,0,2,2
521,1,4,4,0
522,2,7,0,0
523,1,2,2,5
524,2,4,3,0
525,0,0,1,11
526,0,2,0,2
527,0,6,7,3
528,0,3,2,3
529,1,2,1,0
530,2,9,6,1
531,2,7,5,0
532,0,0,0,12
533,6,4,3,0
534,2,4,0,0
535,0,2,3,6
536,3,6,1,0
537,6,6,4,0
538,0,3,4,0
539,0,0,3,5
540,0,1,3,0
541,0,0,3,6
542,0,0,6,3
543,0,1,1,6
544,0,1,8,2
545,0,4,5,2
546,1,4,1,0
547,0,0,0,4
548,0,0,0,3
549,0,2,4,6
550,0,1,5,8
551,0,3,11,1
552,2,11,2,1
553,2,2,7,1
554,0,0,3,12
555,4,6,3,0
556,0,0,4,9
557,0,1,7,0
558,1,0,3,1
559,2,6,1,0
560,0,0,4,4
561,0,2,5,4
562,0,0,0,9
563,0,1,7,2
564,1,4,0,0
565,1,0,8,1
566,0,0,2,4
567,0,2,6,3
568,6,5,0,0
569,0,7,4,2
570,0,0,6,9
571,0,5,2,1
572,3,9,0,0
573,0,3,5,1
574,0,5,7,2
575,0,1,6,5
576,0,0,5,9
577,0,0,0,6
578,0,1,4,6
579,2,2,2,0
580,3,3,0,0
581,0,0,4,12
582,3,8,4,0
583,0,0,4,6
584,0,1,1,9
585,1,2,3,0
586,0,0,2,2
587,0,0,2,1
588,0,1,2,0
589,0,0,2,5
590,0,1,5,1
591,0,1,9,1
592,0,1,3,2
593,0,2,2,0
594,0,0,1,3
595,0,1,4,3
596,3,5,2,1
597,1,2,2,2
598,0,0,2,2
599,2,1,0,1
600,0,0,5,0
601,2,1,1,0
602,4,5,0,0
603,0,1,2,0
604,0,1,3,2
605,0,0,2,4
606,3,6,0,0
607,0,0,3,1
608,2,2,3,0
609,2,3,4,0
610,0,0,3,8
611,2,3,0,0
612,0,0,2,7
613,0,0,0,1
614,0,3,0,0
615,0,3,9,1
616,1,2,3,5
617,2,1,1,0
618,0,3,1,0
619,1,8,4,0
620,3,4,1,0
621,0,0,0,4
622,0,3,5,0
623,5,6,2,0
624,0,0,2,10
625,0,0,1,6
626,1,0,6,1
627,4,4,1,0
628,0,3,2,0
629,0,0,3,3
630,0,0,3,4
631,0,0,7,7
632,5,8,4,0
633,0,1,9,5
634,0,1,2,4
635,0,2,3,0
636,7,5,2,0
637,1,1,5,1
638,0,0,0,3
639,0,0,1,0
640,0,2,4,2
641,0,0,0,0
642,0,4,8,2
643,3,1,0,0
644,0,0,4,6
645,0,0,2,1
646,0,0,5,1
647,0,2,8,0
648,2,5,3,0
649,4,10,2,0
650,2,4,1,0
651,0,3,2,2
652,0,0,0,4
653,0,0,3,4
654,2,6,2,0
655,3,2,4,0
656,0,3,3,0
657,0,0,3,3
658,1,3,2,0
659,0,0,0,6
660,1,3,0,0
661,0,0,3,4
662,0,0,3,12
663,0,4,5,4
664,1,2,1,0
665,0,2,3,3
666,0,0,5,2
667,1,3,2,1
668,0,3,1,0
669,0,1,3,0
670,0,0,2,8
671,0,0,0,7
672,3,5,5,2
673,1,5,0,0
674,5,4,1,0
675,0,0,2,13
676,0,1,4,12
677,0,2,2,2
678,2,6,1,0
679,0,1,7,5
680,4,3,3,0
681,0,0,5,6
682,0,1,2,3
683,3,3,2,0
684,4,6,1,0
685,3,7,4,0
686,0,0,5,7
687,0,2,2,5
688,0,0,1,2
689,3,4,3,0
690,0,0,2,1
691,1,3,4,2
692,0,2,3,4
693,0,4,0,1
694,1,2,1,0
695,0,0,0,4
696,2,5,0,0
697,0,0,0,4
698,0,5,6,0
699,1,2,1,0
700,1,1,5,0
701,0,2,6,2
702,0,0,2,6
703,1,3,4,4
704,1,0,5,1
705,0,2,0,0
706,0,1,6,7
707,0,1,6,2
708,0,1,6,4
709,0,1,0,0
710,0,0,2,5
711,1,2,5,2
712,0,0,5,2
713,1,1,5,4
714,0,1,0,6
715,0,0,2,2
716,4,9,1,0
717,0,0,4,4
718,0,6,5,1
719,2,1,1,0
720,0,0,4,6
721,0,0,2,8
722,4,0,1,0
723,2,6,2,0
724,0,0,2,3
725,4,4,2,0
726,0,1,10,4
727,0,4,0,0
728,0,0,1,8
729,0,7,4,0
730,1,1,1,0
731,1,5,1,0
732,0,4,6,1
733,2,7,9,2
734,0,1,3,9
735,2,7,0,1
736,9,6,0,0
737,0,1,4,3
738,0,5,6,1
739,0,4,5,3
740,0,0,7,9
741,0,0,3,6
742,0,0,1,7
743,8,3,1,0
744,1,6,3,0
745,2,6,3,0
746,2,3,12,5
747,0,0,2,7
748,4,2,0,0
749,0,5,3,0
750,0,3,7,1
751,0,0,1,1
752,0,2,10,9
753,0,0,3,2
754,1,2,2,1
755,0,0,2,8
756,3,2,0,0
757,0,0,5,6
758,2,4,2,1
759,0,0,3,8
760,0,2,6,0
761,0,0,2,4
762,0,0,3,7
763,1,3,0,0
764,0,0,4,2
765,0,0,0,3
766,4,3,2,0
767,2,4,3,0
768,4,6,2,0
769,0,1,3,8
770,0,1,3,4
771,1,4,1,0
772,6,12,0,0
773,1,1,5,0
774,0,0,4,5
775,0,0,6,1
776,1,1,3,4
777,1,2,2,0
778,0,5,4,3
779,4,4,1,0
780,6,7,1,0
781,0,0,4,4
782,0,0,2,9
783,1,3,1,0
784,0,1,6,6
785,2,1,3,0
786,0,0,0,9
787,0,0,5,5
788,0,2,7,2
789,6,5,3,0
790,0,1,4,9
791,0,0,1,1
792,5,4,1,0
793,0,2,5,3
794,0,0,3,9
795,1,0,0,2
796,7,9,3,0
797,0,2,5,1
798,0,3,3,0
799,0,0,1,6
800,0,1,1,13
801,4,3,0,0
802,0,0,0,3
803,0,4,2,0
804,2,5,1,0
805,0,4,1,1
806,2,2,6,0
807,0,1,3,5
808,1,3,1,2
809,0,0,2,7
810,0,2,1,0
811,0,0,4,6
812,0,7,3,2
813,0,0,2,1
814,1,15,3,1
815,0,0,4,7
816,0,0,4,7
817,1,4,2,0
818,3,3,1,0
819,0,0,3,7
820,0,0,2,6
821,3,4,5,1
822,5,2,0,0
823,2,5,4,2
824,3,3,1,0
825,0,2,4,4
826,0,0,5,5
827,0,0,4,1
828,0,0,1,4
829,2,4,1,0
830,0,3,3,1
831,0,0,2,7
832,0,2,1,2
833,0,0,2,2
834,1,3,1,0
835,1,5,3,0
836,0,0,2,7
837,0,1,3,13
838,0,0,4,5
839,3,4,1,0
840,0,3,4,2
841,0,9,0,0
842,3,4,5,0
843,0,0,0,4
844,7,2,2,0
845,0,0,0,2
846,0,0,2,2
847,0,1,1,1
848,0,1,4,6
849,0,0,3,8
850,0,1,8,2
851,0,0,1,5
852,7,1,1,1
853,0,1,0,0
854,0,0,1,12
855,1,2,1,0
856,1,5,3,1
857,0,0,3,2
858,3,2,1,0
859,1,4,3,1
860,0,1,2,2
861,3,5,5,0
862,0,0,2,2
863,0,0,5,11
864,0,2,2,3
865,3,6,2,0
866,0,0,2,8
867,2,4,0,0
868,0,0,1,5
869,0,0,1,8
870,2,3,0,3
871,0,3,3,2
872,0,2,2,4
873,0,2,5,4
874,1,0,5,2
875,0,0,1,5
876,0,0,0,3
877,1,2,4,1
878,1,7,0,0
879,1,2,0,0
880,1,2,0,0
881,0,0,1,4
882,0,0,1,3
883,0,0,0,3
884,1,2,3,1
885,7,3,5,0
886,0,1,2,0
887,0,1,2,2
888,0,0,2,5
889,1,1,0,0
890,2,0,2,0
891,0,0,0,7
892,0,0,0,12
893,0,0,0,15
894,0,0,6,4
895,3,5,0,0
896,0,0,2,1
897,0,1,2,2
898,1,4,5,1
899,0,0,2,3
900,3,1,2,0
