Store_ID,Size_1,Size_2,Size_3,Size_4
1,2,4,2,0
2,0,0,2,13
3,0,1,1,1
4,0,3,6,1
5,0,0,1,8
6,1,2,3,1
7,0,2,3,5
8,0,6,4,2
9,0,6,7,2
10,0,0,2,6
11,0,4,2,3
12,1,3,3,0
13,4,12,1,0
14,0,0,3,0
15,0,0,2,1
16,2,4,1,0
17,5,6,0,0
18,1,7,2,0
19,0,0,7,8
20,0,0,2,3
21,0,0,1,1
22,0,0,1,1
23,0,0,1,5
24,0,0,2,15
25,0,4,3,8
26,0,3,5,1
27,0,0,1,6
28,0,0,0,8
29,0,0,1,6
30,2,5,0,0
31,2,8,2,0
32,1,5,2,0
33,0,3,1,0
34,0,3,6,4
35,8,6,1,0
36,0,2,3,7
37,2,8,1,0
38,0,0,4,1
39,0,2,7,1
40,1,1,3,3
41,0,2,3,1
42,1,7,3,0
43,0,3,2,0
44,0,0,3,3
45,0,0,0,4
46,0,3,2,0
47,0,4,5,1
48,0,0,4,7
49,2,9,4,0
50,2,4,1,0
51,6,9,2,1
52,2,1,6,1
53,0,5,7,3
54,0,0,7,11
55,0,1,1,4
56,0,5,1,0
57,6,1,1,0
58,0,0,0,3
59,0,0,1,0
60,0,1,1,0
61,0,1,7,3
62,0,4,3,0
63,2,7,4,1
64,0,1,1,4
65,0,2,4,5
66,0,1,3,2
67,2,3,0,0
68,0,0,3,12
69,1,0,3,2
70,0,0,2,10
71,0,2,5,3
72,0,0,3,1
73,4,3,0,0
74,0,0,3,12
75,0,3,6,2
76,1,3,5,2
77,0,0,2,6
78,0,3,4,0
79,0,0,1,8
80,0,1,1,1
81,6,4,2,0
82,3,6,4,0
83,2,9,0,1
84,0,0,2,0
85,4,1,3,0
86,0,1,3,9
87,0,0,8,8
88,4,6,6,0
89,3,1,5,1
90,0,1,5,0
91,0,0,0,5
92,0,0,1,7
93,0,10,1,0
94,4,4,1,0
95,0,0,5,4
96,1,5,2,0
97,0,0,5,8
98,4,9,3,0
99,0,0,2,5
100,5,0,0,0
101,0,0,0,5
102,1,8,4,0
103,4,4,2,0
104,0,3,4,0
105,0,0,4,5
106,1,2,3,0
107,2,0,3,1
108,2,0,4,1
109,0,0,2,5
110,0,3,4,0
111,0,0,0,8
112,0,0,1,6
113,0,6,10,1
114,4,7,3,0
115,0,0,3,11
116,1,14,6,0
117,4,10,2,0
118,0,0,1,7
119,1,2,9,2
120,0,3,7,1
121,2,5,3,1
122,3,6,2,0
123,2,6,3,0
124,1,1,2,0
125,0,0,1,2
126,0,4,1,0
127,0,2,3,9
128,2,5,11,2
129,1,0,4,0
130,4,3,0,0
131,0,0,7,13
132,0,0,7,2
133,0,0,0,3
134,3,7,3,0
135,0,8,3,1
136,2,4,1,0
137,4,2,2,0
138,0,0,7,7
139,3,7,5,0
140,0,0,6,15
141,0,0,3,12
142,0,1,1,1
143,3,2,2,0
144,4,3,0,0
145,0,2,1,0
146,0,1,3,4
147,0,6,3,0
148,0,1,1,6
149,1,2,4,3
150,0,0,1,1
151,0,5,13,2
152,0,1,1,0
153,0,0,1,3
154,0,0,4,4
155,2,6,4,0
156,0,0,1,4
157,0,3,4,0
158,5,3,3,0
159,0,0,1,2
160,0,3,3,3
161,4,2,4,0
162,0,3,4,3
163,0,0,4,3
164,5,4,2,0
165,2,2,0,0
166,0,0,5,13
167,0,1,1,0
168,0,5,1,0
169,0,0,3,8
170,0,3,2,3
171,0,4,1,0
172,0,0,0,1
173,1,6,1,3
174,1,3,0,0
175,0,0,2,7
176,0,0,0,1
177,0,1,5,5
178,2,9,0,0
179,3,5,5,0
180,1,5,3,0
181,0,1,2,8
182,0,0,0,2
183,0,1,6,8
184,1,11,5,1
185,0,2,3,2
186,0,1,4,5
187,7,10,2,0
188,0,1,5,2
189,0,0,4,5
190,5,2,0,0
191,0,0,0,5
192,4,7,1,0
193,0,2,7,3
194,0,0,5,4
195,0,0,6,6
196,0,1,2,2
197,0,0,5,5
198,0,0,4,15
199,0,1,1,15
200,0,0,2,8
201,2,4,1,0
202,0,0,4,1
203,3,3,2,0
204,0,1,8,9
205,0,0,3,6
206,1,5,1,0
207,2,5,3,0
208,0,0,2,4
209,0,0,0,9
210,0,0,5,2
211,0,0,3,5
212,0,1,0,2
213,7,3,0,0
214,0,4,3,0
215,0,0,2,4
216,1,2,4,0
217,0,8,2,0
218,0,2,7,2
219,0,4,3,1
220,0,7,5,1
221,0,0,2,5
222,0,0,4,8
223,0,0,3,1
224,0,0,2,2
225,3,5,1,0
226,0,0,2,2
227,0,1,3,12
228,0,0,3,9
229,0,0,3,9
230,3,9,2,1
231,1,4,1,1
232,0,0,4,14
233,0,1,1,4
234,2,7,3,1
235,0,0,1,5
236,2,3,3,0
237,0,0,4,3
238,0,0,2,2
239,1,4,3,1
240,0,3,4,0
241,3,2,0,0
242,0,3,6,5
243,0,0,8,8
244,1,3,2,0
245,1,4,1,0
246,1,4,3,0
247,0,0,2,6
248,2,8,10,3
249,0,3,5,1
250,0,3,3,4
251,0,0,2,2
252,2,6,3,1
253,0,3,5,8
254,0,0,7,2
255,0,0,0,3
256,0,0,3,6
257,0,0,7,7
258,0,4,4,3
259,0,1,3,9
260,0,0,1,5
261,0,0,4,2
262,0,3,6,2
263,0,4,0,1
