Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,4,7,5,2,1,0,0,0
2,0,0,0,2,11,11,5,1
3,0,0,0,0,0,3,9,6
4,0,0,0,0,1,4,4,11
5,0,2,0,3,2,1,0,1
6,1,1,6,3,4,0,0,0
7,0,0,2,1,3,5,8,1
8,4,2,9,8,9,1,0,0
9,8,10,1,2,0,0,0,0
10,2,7,2,1,0,1,0,0
11,1,4,0,2,0,0,0,0
12,0,1,5,6,10,6,3,2
13,2,1,5,8,5,4,0,1
14,0,1,3,1,3,3,2,2
15,0,0,0,0,1,4,5,5
16,0,5,3,1,0,0,0,0
17,0,1,0,2,7,14,4,2
18,0,0,1,1,2,4,8,3
19,0,2,7,5,3,1,1,0
20,0,0,0,0,2,3,2,8
21,0,2,4,2,0,0,0,0
22,0,0,0,1,0,4,7,4
23,0,0,0,0,0,2,4,4
24,0,1,1,0,1,5,3,2
25,0,0,2,2,4,9,9,5
26,0,0,1,3,1,6,6,1
27,0,0,0,1,0,3,6,3
28,0,0,2,2,3,7,6,4
29,0,1,0,2,6,3,5,1
30,2,5,3,3,2,1,1,0
31,0,5,1,2,2,1,0,0
32,2,4,10,2,2,0,0,0
33,0,3,2,1,1,3,0,0
34,0,0,0,4,8,10,7,3
35,0,1,3,6,3,8,4,4
36,3,3,9,6,9,2,0,0
37,0,0,2,3,5,5,3,3
38,1,0,1,6,0,1,1,0
39,0,0,2,3,3,5,1,0
40,0,0,1,3,4,3,5,1
41,0,0,0,0,2,6,3,1
42,0,0,0,0,1,3,9,10
43,0,0,0,0,1,0,1,3
44,3,3,9,3,5,0,0,0
45,0,0,2,4,4,1,0,0
46,0,1,1,7,5,1,2,1
47,0,0,0,2,7,7,4,2
48,0,0,0,1,1,1,8,7
49,0,0,1,5,5,8,2,1
50,3,4,1,3,2,0,0,0
51,9,7,10,6,0,0,0,0
52,2,8,7,8,4,1,1,0
53,0,0,0,1,3,4,10,15
54,0,0,0,0,4,6,9,8
55,0,2,1,6,1,4,3,1
56,0,0,5,9,9,10,7,2
57,0,0,1,2,3,2,2,0
58,0,0,0,1,1,5,4,5
59,0,0,1,0,1,3,0,0
60,0,0,0,2,0,6,14,7
61,9,7,6,1,1,0,0,0
62,0,0,0,1,2,2,1,2
63,0,0,0,5,3,8,8,3
64,4,8,4,3,1,0,1,0
65,0,0,0,0,2,5,2,3
66,0,0,5,5,2,6,3,0
