Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,4,7,3,3,3,1,0,0
2,0,0,1,4,6,9,10,1
3,0,0,0,0,1,2,4,8
4,0,0,1,1,1,3,7,4
5,2,1,3,4,0,1,0,0
6,1,5,2,5,2,0,0,0
7,0,0,1,0,2,3,4,4
8,3,2,8,5,6,2,0,0
9,3,5,5,2,3,0,0,0
10,10,8,3,4,0,1,0,0
11,1,3,4,1,0,2,0,0
12,0,1,3,5,7,9,7,1
13,0,0,8,8,9,3,4,1
14,0,0,0,1,3,1,3,0
15,0,0,0,0,3,2,4,9
16,3,6,3,5,2,0,0,0
17,0,0,5,4,5,4,1,0
18,0,0,0,3,1,5,4,5
19,1,2,2,2,6,1,0,0
20,0,0,0,1,2,3,5,4
21,1,14,5,4,4,2,0,0
22,0,0,0,1,4,2,3,2
23,0,0,0,0,0,2,7,3
24,0,0,0,0,6,4,2,1
25,0,1,0,4,6,3,3,1
26,0,0,0,2,3,3,6,3
27,0,0,0,1,1,6,9,4
28,0,0,0,1,7,6,8,6
29,1,1,1,2,6,0,2,1
30,1,3,4,5,2,0,1,0
31,0,2,5,3,3,3,0,0
32,1,3,1,1,0,0,0,0
33,1,3,2,1,3,1,0,1
34,1,0,3,1,4,6,11,0
35,0,2,2,7,3,5,4,2
36,5,3,11,2,3,1,0,0
37,0,0,1,3,2,3,5,4
38,1,2,0,3,3,2,1,1
39,1,0,1,4,1,7,7,1
40,0,0,0,2,4,4,9,3
41,0,0,1,2,4,5,0,1
42,0,0,0,1,2,4,10,3
43,0,0,0,1,3,1,7,5
44,2,10,3,6,6,0,1,0
45,0,4,2,4,2,2,0,0
46,0,2,6,4,2,2,0,1
47,0,0,1,3,4,5,1,2
48,0,0,0,0,0,3,1,8
49,0,0,1,3,3,7,2,2
50,0,3,2,5,0,0,0,0
51,4,7,6,10,4,0,0,0
52,4,3,7,6,10,0,2,0
53,0,0,0,0,0,4,12,9
54,0,0,1,0,1,7,6,9
55,0,1,4,1,3,9,3,1
56,1,1,3,5,4,3,4,2
57,0,1,0,5,2,3,3,0
58,0,0,0,0,1,1,4,6
59,0,0,1,5,2,3,1,0
60,0,0,0,0,2,4,2,10
61,4,4,1,4,0,0,0,0
62,0,0,1,0,2,2,2,4
63,0,0,1,5,7,14,7,4
64,5,7,4,2,0,0,0,0
65,0,0,0,1,0,5,5,3
66,0,0,4,8,2,1,3,0
67,1,6,1,3,3,0,0,0
68,0,5,7,4,3,5,0,1
69,4,4,4,0,0,0,0,0
70,0,3,5,9,8,2,1,0
71,1,5,1,3,8,1,0,0
72,0,1,7,2,2,0,0,0
73,1,0,3,1,1,1,1,0
74,0,0,1,2,7,6,7,11
75,0,0,0,1,1,3,7,3
76,3,0,3,8,4,4,1,0
77,0,0,0,0,1,3,5,7
78,1,0,5,1,1,3,0,0
79,0,0,0,0,3,8,7,3
80,1,2,3,2,2,0,0,0
81,0,0,1,6,5,5,8,6
82,0,0,2,4,4,8,3,1
83,0,0,1,1,3,10,3,5
84,1,2,3,5,1,1,0,0
85,1,4,3,7,5,4,1,0
86,0,0,0,0,2,2,6,9
87,0,0,0,2,4,5,3,3
88,0,0,0,1,5,5,6,2
89,0,0,0,0,4,5,14,4
90,3,8,5,2,0,0,0,0
91,0,0,1,1,2,2,3,1
92,6,6,1,3,2,1,0,0
93,2,5,4,0,1,1,0,0
94,5,4,2,1,1,0,0,0
95,0,0,0,0,2,4,7,5
96,1,6,6,3,3,1,0,0
97,0,0,0,0,4,6,6,10
98,13,7,5,2,1,1,0,0
99,0,4,1,3,2,0,0,0
100,6,4,1,3,0,0,0,0
101,0,0,0,0,0,3,3,2
102,0,0,0,2,4,8,10,5
103,0,0,0,0,1,4,6,11
104,3,2,6,2,3,1,1,0
105,0,0,0,1,2,7,6,9
106,0,0,1,6,0,0,0,0
107,0,5,3,9,4,4,1,0
108,7,10,8,9,3,0,1,0
109,3,3,3,5,0,0,0,0
110,0,0,2,3,4,1,3,0
111,0,0,0,1,1,2,4,3
112,0,0,0,1,1,2,0,2
113,0,0,1,1,1,5,10,8
114,0,0,1,2,6,9,5,9
115,0,0,0,0,5,5,4,2
116,1,0,2,4,6,5,6,10
117,0,0,0,1,2,5,6,12
118,0,0,0,2,4,4,5,1
119,4,13,6,7,2,3,0,0
120,0,0,4,2,9,1,2,0
121,0,0,0,0,8,1,15,5
122,0,0,1,0,1,6,6,6
123,0,1,5,5,3,0,0,0
124,1,1,2,2,1,1,0,0
125,0,0,0,1,3,8,2,4
126,0,1,3,3,3,2,0,0
127,0,0,4,7,8,5,3,2
128,1,5,2,4,3,2,1,1
129,0,0,0,0,1,2,2,5
130,6,7,4,2,1,0,0,0
131,6,3,4,2,1,2,0,0
132,1,2,4,1,1,0,1,0
133,3,1,2,6,0,0,0,0
134,4,6,3,2,1,0,0,0
135,10,9,8,8,5,1,1,0
136,0,0,0,0,0,3,8,7
137,0,0,0,0,2,8,7,4
138,1,0,0,1,5,7,6,1
139,9,8,4,5,1,0,0,0
140,0,0,0,2,1,5,2,7
141,0,0,0,1,1,3,13,12
142,2,6,1,0,0,0,0,0
143,1,3,5,2,3,3,2,0
144,6,6,3,3,0,0,0,0
145,0,0,0,0,0,1,2,7
146,5,1,1,1,1,0,0,0
147,0,0,0,2,3,5,3,2
148,0,0,0,1,6,6,2,3
149,1,3,3,1,0,0,0,0
150,1,0,3,3,3,0,0,0
151,0,0,2,6,7,10,7,4
152,0,0,1,0,4,2,3,3
153,0,0,0,1,1,6,7,3
154,0,3,0,11,7,5,3,0
155,4,6,6,1,0,0,0,0
156,0,0,2,2,3,4,1,1
157,4,3,5,4,2,1,0,0
158,0,3,9,5,2,1,2,0
159,3,2,1,4,2,0,0,0
160,0,0,1,3,5,6,7,4
161,1,5,6,4,3,0,0,0
162,2,3,5,5,2,2,1,0
163,2,5,7,1,1,0,0,0
164,0,0,5,6,8,7,2,0
165,2,4,4,4,4,0,0,0
166,2,11,5,5,3,0,0,0
167,1,5,5,3,0,0,0,0
168,5,3,0,2,0,0,0,0
169,0,0,0,1,0,3,4,2
170,0,1,1,4,3,6,1,0
171,0,2,5,3,6,3,0,1
172,0,1,5,1,0,0,0,0
173,1,2,1,5,3,3,4,1
174,0,1,2,2,2,1,2,1
175,6,0,3,1,0,0,0,0
176,0,0,1,1,1,3,4,7
177,0,0,0,4,5,7,1,2
178,0,1,2,3,4,6,6,2
179,0,1,4,10,5,3,3,1
180,0,0,3,6,1,0,3,0
181,0,0,1,1,4,5,2,3
182,0,1,5,2,6,3,0,0
183,0,0,0,0,0,5,6,5
184,0,0,0,8,5,7,8,6
185,0,0,1,2,5,2,0,0
186,0,4,5,8,3,1,1,0
187,0,0,1,1,3,11,8,3
188,0,0,0,0,2,3,6,8
189,11,1,7,0,0,0,0,0
190,1,1,5,3,3,3,1,0
191,6,3,5,2,0,0,0,0
192,11,12,4,4,0,1,1,0
193,7,5,6,5,0,0,0,0
194,0,0,0,1,3,5,6,7
195,0,1,1,1,5,6,6,4
196,0,0,0,2,1,1,5,9
197,3,0,3,6,2,6,0,1
198,1,9,5,6,5,0,0,0
199,4,3,6,4,2,5,0,0
200,0,0,0,3,6,5,6,3
201,0,0,0,0,4,3,2,1
202,1,2,2,1,2,2,1,1
203,0,0,0,0,0,1,6,3
204,0,0,2,5,6,8,5,3
205,0,2,4,2,4,0,1,0
206,1,1,2,2,2,2,1,0
207,2,6,2,2,1,0,0,0
208,5,5,6,1,2,1,0,0
209,1,1,0,3,3,4,1,0
210,0,0,0,3,3,3,3,3
211,0,1,4,3,3,4,2,0
212,6,4,8,4,0,0,0,0
213,0,0,0,1,1,4,2,1
214,0,0,0,1,2,5,5,3
215,0,0,1,1,2,4,4,2
216,0,0,3,1,6,3,2,1
217,0,0,0,0,3,3,7,7
218,0,0,0,2,4,6,5,1
219,1,7,6,4,3,0,0,0
220,3,6,9,4,0,1,0,0
221,3,3,5,3,5,0,0,0
222,5,5,6,2,0,1,0,0
223,0,3,2,2,2,0,2,0
224,0,4,3,2,3,2,1,0
225,0,0,0,2,3,1,3,5
226,0,1,1,1,6,5,4,1
227,3,7,6,6,4,1,0,0
228,0,0,0,1,3,6,8,8
229,7,4,10,5,0,0,0,0
230,0,1,2,4,7,4,2,3
231,0,0,0,1,1,2,3,8
232,0,0,0,4,4,5,6,0
233,13,5,5,2,0,0,0,0
234,0,0,0,2,0,4,3,1
235,0,0,1,0,1,1,1,8
236,0,0,0,0,0,4,7,11
237,0,0,0,1,2,1,2,1
238,0,2,3,3,2,3,0,0
239,0,0,3,5,7,9,2,1
240,0,0,0,1,1,4,2,4
241,11,6,8,7,0,0,0,0
242,3,11,10,5,2,1,0,0
243,0,2,5,7,4,5,1,0
244,0,0,0,1,2,1,6,6
245,0,1,3,2,3,1,0,0
246,3,8,8,6,7,3,0,0
247,3,2,8,3,3,2,0,0
248,12,7,4,4,1,1,1,0
249,4,3,3,5,0,0,0,0
250,0,0,1,1,4,8,5,3
251,0,1,1,2,1,3,3,0
252,1,3,4,5,3,1,0,1
253,0,0,1,2,2,4,5,7
254,0,0,0,2,2,3,5,4
255,0,0,0,0,1,2,1,2
256,0,0,0,0,1,2,7,6
257,0,2,3,4,6,1,3,2
258,7,6,7,1,2,1,0,0
259,5,4,3,1,1,0,0,0
260,0,0,0,0,0,2,4,5
261,4,3,3,5,2,1,1,0
262,0,0,0,0,1,2,9,13
263,3,5,5,1,1,0,0,0
264,12,4,3,2,0,0,0,0
265,0,2,4,11,2,6,0,1
266,0,0,1,1,1,7,6,7
267,0,2,7,4,6,0,0,0
268,5,3,4,6,1,2,0,0
269,0,0,0,2,0,4,6,2
270,1,2,6,6,1,0,0,1
271,0,3,4,6,7,3,1,0
272,0,0,0,0,2,5,9,9
273,0,1,4,6,6,8,2,6
274,2,15,8,5,2,2,1,0
275,0,0,0,1,0,3,3,4
276,1,8,2,2,2,1,1,0
277,0,2,4,5,5,3,2,0
278,5,2,1,6,1,0,0,0
279,0,0,0,1,0,7,7,6
280,8,2,2,7,2,1,0,0
281,0,0,1,0,2,7,9,10
282,4,2,4,2,0,0,0,0
283,0,0,1,3,4,3,3,8
284,3,2,4,3,2,0,0,0
285,3,3,8,5,4,2,1,0
286,2,1,2,2,1,4,0,0
287,0,0,4,4,2,1,2,0
288,10,1,3,5,0,0,0,0
289,3,6,4,2,0,0,0,0
290,2,0,2,2,4,3,1,0
291,0,0,0,0,0,3,4,3
292,0,0,0,0,0,2,2,5
293,0,0,0,0,1,6,5,11
294,0,4,3,7,4,2,3,0
295,0,0,0,0,2,0,2,4
296,0,1,0,0,2,2,7,3
297,0,0,0,5,2,2,3,2
298,5,4,4,2,0,0,0,0
299,0,0,1,4,5,7,4,0
300,0,0,0,2,4,6,0,3
301,2,4,7,0,3,2,1,0
302,0,1,1,6,3,4,1,1
303,0,0,6,3,0,0,1,2
304,2,12,1,2,1,0,0,0
305,0,0,1,3,4,4,3,3
306,0,0,0,0,1,1,9,11
307,0,0,0,6,4,7,1,4
308,0,0,0,2,2,6,4,3
309,0,1,2,2,1,6,1,4
310,0,0,0,2,3,2,3,2
311,0,0,0,0,1,4,11,13
312,0,0,0,0,1,3,4,5
313,0,0,0,0,2,1,4,8
314,3,10,4,6,1,0,0,0
315,1,1,2,7,7,6,3,0
316,0,1,3,1,6,5,3,1
317,0,0,0,0,2,2,11,8
318,0,0,0,0,3,0,2,0
319,0,0,1,3,2,4,0,1
320,0,1,0,3,2,2,2,0
321,0,0,0,0,1,5,8,6
322,3,2,7,5,3,1,2,0
323,0,0,1,3,6,4,1,3
324,1,2,2,6,2,4,1,0
325,0,1,1,1,6,7,6,5
326,0,2,2,2,1,2,1,0
327,0,2,2,2,2,3,2,1
328,0,3,7,9,2,2,0,0
329,9,9,4,8,3,1,0,0
330,1,2,2,1,1,0,0,0
331,0,0,0,1,3,6,7,5
332,4,5,7,4,1,0,0,0
333,4,5,1,2,0,0,0,0
334,1,5,5,8,3,1,0,0
335,0,3,3,0,1,0,0,0
336,0,0,0,2,3,4,3,1
337,0,0,0,0,4,5,3,7
338,0,0,0,1,2,4,7,6
339,6,8,9,7,1,0,0,0
340,0,0,0,0,1,1,4,4
341,1,2,3,4,1,1,0,1
342,1,1,2,4,6,1,2,0
343,3,5,4,2,2,0,0,0
344,0,0,0,0,4,6,5,11
345,0,1,0,0,6,5,3,1
346,0,6,8,5,1,4,0,1
347,0,0,1,3,1,14,9,2
348,0,0,0,1,1,4,7,2
349,2,7,5,4,2,0,0,0
350,0,1,1,2,5,5,1,2
351,4,9,3,7,2,1,0,0
352,0,0,0,1,2,4,7,11
353,1,1,6,6,7,0,2,1
354,3,3,2,4,0,0,0,0
355,3,2,3,0,1,0,0,0
356,0,0,0,0,2,2,6,5
357,0,0,0,2,3,4,3,1
358,0,0,7,3,3,0,0,0
359,0,0,3,7,6,5,3,0
360,0,0,0,0,3,9,7,7
361,2,4,3,3,3,0,1,0
362,1,0,2,1,1,3,2,0
363,1,3,8,3,4,1,1,0
364,0,0,0,1,1,6,7,9
365,0,0,0,0,3,9,7,14
366,0,0,1,0,6,4,7,1
367,0,0,0,0,3,9,8,6
368,2,5,6,2,6,2,0,0
369,0,0,0,0,0,4,6,7
370,0,0,1,1,4,2,2,2
371,0,0,0,3,2,2,3,2
372,1,1,1,2,3,1,0,1
373,2,5,3,2,1,0,0,0
374,0,0,2,0,4,3,3,6
375,0,0,0,0,0,5,7,7
376,0,2,3,7,5,2,0,0
377,1,1,2,5,4,4,2,0
378,2,3,3,0,0,2,0,0
379,0,0,1,3,6,8,8,15
380,1,2,1,2,1,1,0,0
381,4,1,3,2,2,0,0,0
382,5,4,5,3,1,0,0,0
383,0,0,2,1,4,8,3,1
384,5,10,11,6,0,0,0,0
385,0,0,0,2,1,8,5,6
386,4,4,9,2,3,2,0,0
387,10,3,0,1,0,0,0,0
388,1,2,2,1,3,1,1,0
389,2,8,6,3,3,3,0,0
390,0,0,0,0,2,5,7,5
391,10,10,5,7,0,1,0,0
392,0,0,0,3,7,3,3,1
393,1,1,7,4,1,1,0,0
