Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
1,4,3,6,4,2,1,0,0
2,0,0,1,3,4,7,2,4
3,0,0,0,0,3,1,6,5
4,0,0,0,0,0,6,4,7
5,1,2,3,4,2,0,0,0
6,3,5,3,1,0,0,0,0
7,0,0,0,0,5,0,2,2
8,1,4,13,6,6,1,1,1
9,5,6,7,2,1,0,0,0
10,6,7,5,2,1,0,0,0
11,2,1,0,3,0,0,0,0
12,0,2,0,7,9,3,1,3
13,1,1,6,11,7,2,2,1
14,0,0,1,2,3,4,3,4
15,0,0,0,0,0,4,7,11
16,0,4,3,1,0,0,0,0
17,0,0,0,2,7,8,0,1
18,0,0,0,2,1,4,3,2
19,1,3,3,5,4,2,0,0
20,0,0,0,0,2,5,3,0
21,3,9,4,2,0,2,0,0
22,0,1,0,0,1,0,2,5
23,0,0,1,0,1,0,5,5
24,0,1,0,0,3,2,4,0
25,0,2,1,3,4,7,6,3
26,0,0,0,3,3,5,6,3
27,0,0,0,0,1,0,1,0
28,0,0,0,3,4,8,6,3
29,0,0,1,1,7,4,3,2
30,1,4,5,1,1,0,0,0
31,2,5,5,5,2,1,0,0
32,1,5,3,2,1,1,0,0
33,2,0,0,3,3,0,0,0
34,0,0,0,2,7,5,8,2
35,1,1,0,3,8,9,5,4
36,1,3,8,0,6,2,0,0
37,0,0,1,1,2,2,3,7
38,0,1,0,3,5,2,0,0
39,0,1,0,4,5,3,3,2
40,0,0,0,1,4,3,3,2
41,0,1,2,0,4,3,2,0
42,0,0,0,0,3,4,9,6
43,0,0,0,0,1,2,5,4
44,2,6,10,6,3,0,0,0
45,0,0,1,3,3,1,0,0
46,0,0,0,5,5,5,1,0
47,1,1,1,4,3,5,1,2
48,0,0,0,1,1,1,4,7
49,0,0,1,1,9,4,2,2
50,2,2,4,0,0,0,0,0
51,10,10,4,8,1,0,0,0
52,3,7,5,5,3,1,0,0
53,0,0,0,0,2,2,7,11
54,0,0,1,0,2,5,11,9
55,0,0,0,5,8,2,2,0
56,0,0,1,6,6,6,3,0
57,0,0,3,5,5,2,1,0
58,0,0,0,0,0,2,6,5
59,0,0,0,2,1,3,0,0
60,0,0,0,1,1,4,2,8
61,7,5,5,4,2,0,0,0
62,0,0,0,1,4,3,5,2
63,1,0,1,2,5,10,8,2
64,8,3,2,3,2,0,0,0
65,0,0,0,0,7,3,1,0
66,0,1,3,4,6,1,1,0
67,1,2,9,2,2,0,0,0
68,0,7,3,10,10,2,1,0
69,2,2,4,3,1,0,0,0
70,1,2,3,8,4,4,0,0
71,0,2,3,4,4,1,1,0
72,2,3,6,0,2,0,0,0
73,2,2,6,1,3,0,0,0
74,0,0,0,0,4,1,10,6
75,0,0,0,0,2,2,7,9
76,0,1,9,6,3,2,1,0
77,0,0,0,0,1,4,3,10
78,0,1,3,2,2,2,0,0
79,0,0,0,0,2,3,11,8
80,1,0,6,0,3,1,0,0
81,0,1,1,5,5,8,5,8
82,0,1,1,2,4,3,1,0
83,0,0,0,1,3,2,3,4
84,1,2,6,1,3,0,0,0
85,1,1,5,4,3,0,1,0
86,0,0,0,0,2,2,5,10
87,0,1,0,2,8,3,6,1
88,0,0,0,0,5,2,5,4
89,0,0,0,0,1,9,11,8
90,5,7,6,1,0,0,0,0
91,0,0,1,0,3,1,4,1
92,4,3,0,3,0,0,0,0
93,7,8,7,1,0,0,0,0
94,9,6,4,2,0,0,0,0
95,0,0,0,0,2,1,1,5
96,0,5,4,3,1,0,1,0
97,0,0,0,1,0,3,4,2
98,6,4,5,2,1,0,0,0
99,1,2,2,1,1,3,1,0
100,1,4,2,1,0,0,0,0
101,0,0,0,0,2,1,3,2
102,0,0,0,0,4,4,1,4
103,0,0,0,0,3,3,3,10
104,0,3,3,5,2,2,0,0
105,0,0,0,0,1,4,5,12
106,1,1,0,5,1,1,0,0
107,1,3,8,8,4,3,2,0
108,3,6,5,4,0,1,0,0
109,3,3,5,1,0,1,0,0
110,0,0,0,1,4,0,1,1
111,0,0,0,1,2,3,5,3
112,0,2,3,3,3,3,0,0
113,0,0,0,2,2,5,11,2
114,0,1,0,0,3,4,8,4
115,1,0,1,3,7,4,2,0
116,0,0,0,3,4,5,7,1
117,0,0,0,2,5,5,8,11
118,0,0,1,2,2,4,5,2
119,2,8,9,5,0,1,0,1
120,0,0,1,2,0,4,5,0
121,0,0,1,2,3,8,13,6
122,0,0,0,0,2,1,4,10
123,2,4,4,3,4,2,0,0
124,0,6,2,3,4,3,0,0
125,0,0,0,1,1,2,2,2
126,1,6,4,6,4,0,0,0
127,0,2,2,5,2,0,5,2
128,3,4,4,6,2,1,0,0
129,0,0,0,2,2,0,5,6
130,6,7,2,5,0,1,1,0
131,5,9,4,5,3,0,0,0
132,0,3,5,1,1,0,0,0
133,0,2,3,0,0,0,0,0
134,7,3,8,0,0,1,0,0
135,1,5,3,6,0,1,1,0
136,0,0,0,0,0,5,7,3
137,0,0,0,0,4,6,4,5
138,0,0,0,3,1,1,2,5
139,6,7,3,0,2,0,0,0
140,0,0,0,1,3,1,8,7
141,0,0,0,0,3,3,11,9
142,3,1,2,0,0,0,0,0
143,0,1,3,5,2,4,2,0
144,3,4,1,3,0,0,0,0
145,0,0,0,0,0,4,2,4
146,0,7,2,0,0,0,0,0
147,0,0,0,0,2,6,2,1
148,0,0,1,0,2,3,7,9
149,1,2,6,0,0,0,0,0
150,1,2,3,4,1,2,0,0
151,0,0,1,6,9,4,3,1
152,0,0,0,0,6,2,1,4
153,0,0,0,2,2,9,7,1
154,0,3,4,7,4,2,2,1
155,7,3,9,2,0,0,0,0
156,0,1,0,2,2,2,1,1
157,1,5,8,3,1,0,0,0
158,0,1,3,7,5,1,2,0
159,0,3,3,2,1,1,0,0
160,0,0,2,1,2,3,7,1
161,2,4,5,4,3,0,1,0
162,1,4,2,3,6,3,0,1
163,4,7,5,2,1,0,0,0
164,1,3,1,5,4,4,2,0
165,5,1,3,4,0,3,0,0
166,3,6,7,4,3,1,0,0
167,4,5,8,7,1,0,0,0
168,2,4,1,0,1,0,0,0
169,0,0,0,0,2,3,2,2
170,0,1,1,4,5,2,1,1
171,0,1,2,6,1,2,1,0
172,0,0,0,1,2,2,0,0
