Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,1,2,8,11
2,0,1,5,4,7,1
3,5,5,4,1,0,0
4,0,0,2,5,9,4
5,0,0,0,1,9,2
6,4,1,0,2,0,0
7,2,2,5,2,0,1
8,0,2,8,15,6,1
9,1,7,4,4,0,0
10,1,2,5,4,1,1
11,0,0,2,2,0,1
12,2,5,2,4,4,0
13,0,0,0,6,4,3
14,0,0,0,4,4,3
15,0,4,6,5,0,0
16,0,0,1,3,4,1
17,1,8,7,2,0,1
18,3,4,2,2,0,0
19,0,0,1,0,5,9
20,0,0,4,5,4,3
21,0,3,3,4,6,1
22,0,0,0,1,8,8
23,3,2,3,2,0,0
24,0,0,0,3,5,9
25,2,2,3,1,3,1
26,0,0,0,1,5,13
27,1,3,2,0,0,0
28,1,2,5,5,3,0
29,2,4,5,5,0,1
30,0,1,0,3,0,3
31,12,4,6,1,0,0
32,0,0,0,2,2,6
33,0,0,0,4,5,2
34,0,0,3,7,5,5
35,0,2,10,6,4,1
36,0,1,9,8,3,2
37,0,0,0,7,4,5
38,0,0,0,0,5,3
39,0,2,6,3,3,2
40,0,0,1,5,9,9
41,0,0,0,1,3,1
42,0,1,1,2,5,4
43,0,1,0,1,3,5
44,0,0,1,5,11,6
45,0,0,2,2,1,0
46,0,0,0,3,2,3
47,0,1,3,6,3,4
48,1,2,5,3,3,5
49,0,0,4,4,4,2
50,5,2,2,0,0,0
51,0,0,0,4,13,9
52,0,1,9,7,4,0
53,0,2,1,15,6,2
54,1,2,9,5,4,3
55,0,1,0,3,5,10
56,0,1,2,8,7,14
57,0,2,2,3,2,3
58,0,0,0,2,6,9
59,0,0,0,1,3,6
60,0,0,4,1,2,1
61,1,8,7,7,2,0
62,0,0,1,2,0,7
63,1,8,10,10,1,0
64,0,4,4,4,2,0
65,0,0,2,6,3,4
66,0,0,2,0,4,6
67,0,0,1,1,4,6
68,1,2,10,11,8,0
69,1,3,5,3,1,0
70,2,3,10,8,3,1
71,8,6,0,1,0,0
72,0,4,3,1,0,1
73,0,0,0,1,1,3
74,4,14,5,2,0,0
75,0,0,2,4,7,6
76,0,0,0,1,3,3
77,5,6,8,5,1,0
78,0,0,3,0,2,1
79,7,6,1,1,0,0
80,0,1,0,1,1,5
81,13,10,5,1,0,0
82,0,4,4,6,6,1
83,0,0,0,0,4,11
84,3,3,2,2,0,0
85,0,6,1,3,1,0
86,0,0,0,1,5,15
87,0,0,0,1,9,5
88,0,0,0,0,4,12
89,0,0,1,3,10,11
90,1,5,5,5,0,0
91,0,0,2,3,5,0
92,0,0,0,3,4,8
93,0,3,5,1,5,3
94,1,2,3,7,4,0
95,7,8,3,0,0,0
96,0,0,7,5,2,7
97,0,0,0,3,7,14
98,0,2,4,9,4,0
99,0,0,3,6,4,1
100,0,0,0,2,1,1
101,0,0,2,2,1,4
102,0,0,1,1,13,4
103,7,4,0,1,0,0
104,4,6,7,2,1,0
105,0,0,4,2,8,6
106,0,0,1,3,1,1
107,0,0,2,9,5,0
108,0,0,0,2,5,6
109,0,1,0,2,3,4
110,2,6,1,2,1,0
111,0,0,1,0,2,10
112,0,0,1,4,0,2
113,8,8,7,2,0,0
114,0,0,1,2,11,15
115,0,0,0,1,8,3
116,2,9,5,2,0,0
117,4,6,8,3,2,1
118,5,3,1,0,0,0
119,0,0,1,3,10,10
120,0,1,3,3,6,0
121,0,0,1,6,9,7
122,0,0,1,6,7,7
123,1,3,10,7,2,0
124,3,3,4,3,0,0
125,0,0,0,2,5,3
126,2,5,4,2,1,0
127,0,0,0,1,4,11
128,0,0,0,5,7,8
129,0,0,1,5,3,5
130,0,0,0,4,5,10
131,0,4,10,9,2,0
132,0,0,0,2,6,5
133,0,0,1,1,1,0
134,3,8,7,3,0,0
135,2,6,8,5,2,0
136,6,5,1,0,0,0
137,0,0,0,0,5,12
138,1,2,9,4,0,1
139,2,6,7,2,4,0
140,3,8,5,1,2,0
141,10,13,1,1,0,0
142,2,2,3,1,0,0
143,0,0,1,3,6,9
144,0,1,7,6,3,1
145,2,1,4,0,0,0
146,0,0,4,5,4,2
147,0,1,2,7,11,3
148,0,0,1,3,7,7
149,1,1,5,4,1,0
150,4,7,1,0,0,0
151,0,0,0,2,10,9
152,0,0,1,4,2,3
153,0,2,1,1,5,0
154,5,8,5,3,1,0
155,0,0,1,4,7,14
156,1,3,2,1,1,0
157,7,5,2,0,0,0
158,0,1,4,5,3,1
159,0,3,5,2,0,0
160,3,7,5,0,0,0
161,0,4,4,11,3,1
162,10,4,5,0,0,0
163,0,3,5,4,1,0
164,1,0,1,3,2,1
165,0,0,0,5,3,1
166,2,8,4,7,2,0
167,0,0,1,3,8,6
168,0,0,4,3,6,2
169,0,0,3,5,2,0
170,2,6,10,3,1,0
171,0,0,1,2,5,3
172,0,0,0,0,1,10
173,6,10,5,2,0,0
174,8,1,2,0,0,0
