Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,0,0,0,2,4,9
2,0,2,3,7,8,4
3,5,5,1,2,0,0
4,0,1,3,6,4,2
5,0,0,0,2,2,3
6,3,5,4,1,0,0
7,0,3,1,2,0,0
8,0,2,8,6,7,0
9,4,6,4,2,2,0
10,0,3,6,2,0,0
11,1,0,3,4,5,2
12,1,4,7,6,1,0
13,0,0,1,7,10,8
14,0,0,0,1,4,2
15,0,2,4,2,1,0
16,0,0,0,3,3,4
17,1,1,8,5,1,0
18,6,5,4,1,0,0
19,0,0,0,2,4,8
20,0,1,3,4,2,1
21,0,0,6,4,4,2
22,0,0,0,0,4,5
23,2,3,3,1,0,0
24,0,0,1,3,2,7
25,0,6,8,2,1,0
26,0,0,0,2,6,4
27,4,2,1,0,0,0
28,1,0,5,4,2,0
29,2,2,4,5,2,0
30,0,0,0,2,3,5
31,5,7,3,1,2,0
32,0,0,0,1,3,5
33,0,0,1,4,5,1
34,0,2,1,4,6,4
35,0,6,4,5,7,0
36,0,0,5,8,2,4
37,0,0,0,3,7,2
38,0,0,0,1,1,5
39,0,4,6,8,0,0
40,0,0,1,6,3,11
41,0,0,0,2,1,3
42,0,0,0,2,4,4
43,0,0,0,2,3,4
44,0,0,0,4,7,6
45,0,0,0,5,0,2
46,0,0,0,3,11,4
47,0,2,1,1,3,0
48,1,2,3,7,4,0
49,0,1,3,4,3,2
50,3,9,1,0,0,0
51,0,0,0,1,10,8
52,0,0,3,6,2,1
53,1,3,4,10,10,3
54,1,3,8,2,1,0
55,0,0,0,5,12,7
56,0,0,0,3,9,10
57,0,1,3,2,1,1
58,0,0,0,1,0,3
59,0,0,0,1,0,3
60,1,3,4,6,5,1
61,2,1,10,4,1,0
62,0,0,0,1,4,5
63,0,4,7,6,3,0
64,0,4,2,6,1,0
65,0,2,3,2,4,2
66,0,0,0,1,3,3
67,0,0,0,1,4,5
68,1,1,4,5,9,0
69,0,3,3,2,2,0
70,0,4,6,4,4,1
71,3,2,3,2,2,0
72,0,4,4,1,0,0
73,0,0,0,1,5,5
74,4,7,9,7,0,0
75,0,0,2,1,4,4
76,0,0,1,1,5,6
77,2,5,6,1,0,1
78,0,0,1,3,1,3
79,3,1,3,1,0,0
80,0,0,1,4,2,4
81,5,5,6,0,0,0
82,0,1,4,6,4,0
83,0,0,0,3,2,5
84,4,5,0,0,0,0
85,0,1,2,5,0,1
86,0,0,2,1,9,7
87,0,0,2,4,4,2
88,0,0,0,1,10,7
89,0,0,0,4,7,8
90,0,2,5,4,1,0
91,0,0,1,6,3,1
92,0,0,2,2,8,5
93,0,1,9,4,4,2
94,1,2,4,6,4,0
95,3,5,5,0,0,0
96,0,1,2,5,4,2
97,0,0,0,2,2,3
98,0,1,3,2,3,0
99,0,0,3,4,6,0
100,0,0,0,0,0,4
101,0,0,0,1,2,8
102,0,0,1,6,4,2
103,2,10,2,1,0,0
104,5,6,2,2,1,0
105,0,0,3,11,9,2
106,0,1,2,2,6,2
107,0,2,1,9,2,3
108,0,0,1,3,7,5
109,1,0,0,0,1,2
110,4,2,3,2,1,0
111,0,0,0,0,0,11
112,0,0,1,3,3,1
113,5,7,5,3,0,0
114,0,0,0,4,10,9
115,1,1,5,7,2,0
116,6,15,5,4,0,0
117,2,3,9,4,0,0
118,2,4,5,0,1,0
119,0,0,0,5,7,15
120,0,1,2,6,4,3
121,0,0,1,6,4,15
122,0,0,2,6,4,5
123,1,3,3,3,0,0
124,1,1,4,2,1,0
125,0,0,1,0,6,7
126,2,6,9,3,2,0
127,0,0,0,3,10,15
128,0,0,3,3,10,8
129,0,0,2,4,3,1
130,0,0,0,2,5,5
131,0,3,3,8,1,0
132,0,0,1,3,1,4
133,0,0,1,4,2,0
134,5,3,6,3,0,0
135,3,1,4,7,0,0
136,3,8,0,1,0,0
137,0,0,0,0,3,7
138,4,4,3,3,2,0
139,2,4,6,4,4,0
140,3,5,5,3,0,0
141,7,4,3,0,0,0
142,3,4,3,0,1,0
143,0,0,0,0,6,7
144,1,0,3,10,7,2
145,1,1,2,1,1,0
146,0,0,4,3,2,3
147,0,0,0,1,7,2
148,0,0,0,1,6,6
149,0,1,3,4,1,1
150,3,2,2,1,0,0
151,0,0,0,3,12,15
152,0,0,2,3,2,5
153,0,1,4,3,2,2
154,3,3,6,2,0,0
155,0,0,2,4,6,6
156,0,1,2,3,2,0
157,5,5,4,1,0,0
158,2,1,3,6,1,1
159,0,4,2,4,1,0
160,1,7,7,3,0,0
161,0,2,6,4,3,0
162,4,4,3,2,0,0
163,2,5,3,2,3,0
164,1,3,3,2,3,0
165,0,0,0,2,3,1
166,5,5,5,3,2,0
167,0,0,0,3,5,11
168,0,0,0,2,5,3
169,0,0,2,5,0,1
170,1,2,8,4,0,0
171,0,0,0,3,5,6
172,0,0,1,1,1,6
173,1,5,4,1,0,0
