Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,5,6,5,2,0,0
2,0,4,7,7,0,0
3,9,4,5,1,0,0
4,1,7,4,2,2,0
5,1,8,3,2,0,0
6,0,0,0,0,7,3
7,0,0,0,3,5,2
8,9,10,6,3,0,0
9,0,0,0,3,5,5
10,0,0,1,8,9,4
11,0,0,0,3,5,1
12,0,1,3,8,11,5
13,0,0,0,3,9,4
14,1,2,4,3,0,0
15,0,1,5,2,3,5
16,0,1,5,0,0,0
17,1,3,3,4,3,0
18,0,0,0,3,4,8
19,2,3,3,5,0,1
20,0,0,1,10,5,1
21,0,0,0,4,8,4
22,0,0,3,4,5,3
23,0,0,3,1,4,5
24,5,6,4,3,1,0
25,3,3,5,5,1,0
26,5,3,9,1,0,0
27,0,1,1,3,0,0
28,0,1,4,5,2,2
29,5,6,0,1,0,0
30,0,1,4,0,2,1
31,0,0,0,2,10,3
32,0,1,5,3,2,1
33,0,0,1,1,5,6
34,0,0,5,7,4,5
35,0,0,3,3,12,4
36,2,8,5,3,1,1
37,0,7,6,5,1,1
38,0,0,6,4,0,0
39,3,9,6,1,0,0
40,0,1,3,4,4,7
41,0,0,0,3,5,3
42,2,4,4,1,1,0
43,1,1,3,2,1,0
44,6,7,4,3,0,0
45,0,0,0,1,1,3
46,0,0,0,2,6,10
47,1,2,6,2,1,0
48,1,4,8,4,2,0
49,5,5,6,3,1,0
50,0,0,0,2,5,6
51,1,3,7,7,7,1
52,0,2,1,5,3,2
53,1,7,7,3,1,0
54,0,0,1,6,6,11
55,2,1,8,0,1,0
56,0,0,7,10,2,2
57,1,1,4,5,1,1
58,0,0,0,0,2,4
59,0,0,2,1,1,2
60,1,9,5,1,1,0
61,0,0,2,4,4,6
62,4,4,1,1,0,0
63,0,0,0,7,11,12
64,2,7,7,2,1,0
65,0,0,0,0,2,5
66,2,4,7,2,2,0
67,2,6,2,1,0,0
68,0,4,3,5,3,0
69,4,3,5,0,0,0
70,1,11,9,4,2,1
71,0,1,1,4,8,3
72,0,0,0,1,5,11
73,0,1,2,0,6,3
74,0,2,4,7,3,0
75,0,0,0,4,8,5
76,0,0,0,2,4,9
77,0,0,1,3,5,1
78,0,0,3,6,5,3
79,1,2,3,7,3,3
80,0,0,0,1,1,2
81,2,4,13,3,0,0
82,0,1,5,7,3,0
83,0,0,1,2,6,5
84,1,0,4,12,0,0
85,2,7,4,5,2,0
86,5,7,3,4,0,0
87,0,1,2,10,1,2
88,0,0,0,0,9,13
89,0,4,7,8,8,0
90,1,3,4,7,3,0
91,0,0,2,2,0,3
92,0,2,5,6,3,0
93,2,6,2,0,1,0
94,1,4,11,3,1,0
95,4,8,6,0,0,0
96,0,0,0,4,1,4
97,0,0,0,7,9,8
98,0,0,0,2,8,11
99,0,0,0,2,3,1
100,0,1,5,2,3,0
101,0,2,7,1,1,0
102,0,0,1,2,5,7
103,3,2,3,4,5,1
104,0,2,3,4,3,0
105,0,0,0,4,8,10
106,4,6,1,0,0,0
107,3,8,2,3,0,0
108,2,2,5,7,3,1
109,0,0,1,1,2,0
110,0,2,2,2,0,0
111,0,0,2,4,2,0
112,0,0,1,2,4,2
113,4,6,4,2,0,0
114,0,0,0,1,4,12
115,3,3,5,4,0,2
116,5,7,4,2,0,0
117,0,0,1,2,3,12
118,0,0,0,0,2,5
119,0,1,4,4,8,4
120,0,2,1,7,5,1
121,0,0,0,3,7,15
122,0,0,0,3,4,5
123,0,4,3,2,3,1
124,0,3,4,5,3,1
125,1,2,4,1,1,1
126,0,0,1,3,8,1
127,1,9,5,5,0,0
128,1,1,4,9,3,2
129,0,3,3,3,3,0
130,0,1,6,8,3,0
131,3,3,10,2,1,0
132,0,6,4,0,0,0
133,1,2,3,0,0,0
134,0,0,2,8,5,2
135,0,0,1,4,10,3
136,0,1,6,4,2,3
137,2,5,3,1,1,0
138,0,3,5,5,3,2
139,0,0,1,1,4,7
140,3,5,8,1,2,0
141,3,15,6,3,2,0
142,0,2,0,1,7,2
143,0,0,1,3,8,3
144,0,0,0,3,7,7
145,2,1,3,1,2,0
146,0,0,0,0,1,4
147,1,3,4,9,1,3
148,2,6,7,6,4,0
149,0,1,2,1,0,0
150,0,0,0,2,3,3
151,0,0,0,2,11,13
152,1,2,3,2,0,1
153,0,0,0,2,4,3
154,1,2,9,4,4,0
155,0,2,8,13,3,1
156,0,2,2,3,0,0
157,0,0,4,4,4,8
158,3,9,4,3,2,0
159,1,4,4,0,0,0
160,0,0,4,8,4,0
161,0,0,1,2,3,14
162,0,1,1,3,4,1
163,1,8,7,1,1,0
164,3,3,3,6,1,1
165,0,4,4,1,0,0
166,0,0,0,1,2,10
167,1,2,4,3,5,1
168,4,4,2,0,0,0
169,0,0,2,0,3,0
170,0,0,0,2,4,7
171,0,0,0,3,4,4
172,0,2,5,1,2,0
173,5,4,4,1,0,0
174,1,0,0,3,2,2
175,3,3,5,7,2,0
176,0,2,2,2,2,1
177,0,1,0,2,9,10
178,0,2,4,8,4,1
179,3,7,7,3,0,0
180,0,1,0,1,4,1
181,4,5,2,0,0,0
182,0,0,1,0,3,4
183,0,4,8,7,5,1
184,8,5,6,0,0,0
185,0,1,1,4,5,1
186,3,6,8,2,1,0
187,0,0,1,5,6,12
188,0,0,1,3,7,7
189,5,7,2,3,0,0
190,0,0,1,2,4,2
191,5,5,2,1,0,1
192,2,8,3,2,2,0
193,0,0,0,0,10,14
194,0,0,0,2,9,10
195,0,2,2,2,6,1
196,0,0,0,2,6,7
197,1,9,6,5,1,0
198,1,5,8,8,6,1
199,2,7,4,6,1,0
200,5,5,5,2,0,0
201,5,2,9,1,1,0
202,0,5,5,3,3,1
203,0,0,0,5,6,3
204,0,0,1,8,9,12
205,5,2,5,2,0,0
206,0,0,0,2,2,1
207,0,3,4,4,2,0
208,0,0,2,1,7,6
209,2,3,2,1,0,0
210,0,0,2,3,4,2
211,4,2,7,2,1,0
212,1,2,10,2,2,0
213,0,0,0,2,6,5
214,1,1,5,2,0,0
215,1,5,3,2,2,0
216,1,1,0,1,0,0
217,0,2,5,5,3,1
218,2,2,6,4,3,1
219,0,0,4,5,7,3
220,2,6,7,6,2,1
221,0,1,1,3,7,6
222,0,0,1,0,9,3
223,0,1,2,3,1,0
224,1,2,4,5,1,1
225,0,3,3,3,1,0
226,0,1,0,5,3,1
227,0,0,0,5,15,5
228,0,1,2,5,8,3
229,0,5,12,3,0,0
230,0,0,0,2,8,9
231,0,0,0,2,7,4
232,0,3,6,6,0,0
233,6,5,4,1,0,0
234,0,5,6,6,6,0
235,1,0,3,3,4,2
236,0,0,0,2,5,13
237,2,1,1,4,1,0
238,3,3,0,5,1,0
239,0,0,0,2,6,10
240,0,2,2,2,1,0
241,0,0,0,1,6,9
242,2,6,15,3,2,1
243,7,7,5,3,0,0
244,1,0,5,5,5,1
245,0,0,0,2,1,7
246,4,8,7,2,1,0
247,0,1,4,4,3,0
248,0,0,2,5,11,11
249,0,0,1,2,15,10
250,7,14,3,0,0,0
