Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,1,5,5,6,0,0
2,2,4,9,3,2,0
3,7,6,3,0,0,0
4,2,8,6,3,0,0
5,1,3,0,1,0,0
6,0,0,0,1,7,6
7,0,0,0,1,4,4
8,13,9,6,2,0,0
9,0,1,1,4,2,8
10,0,2,0,6,1,6
11,0,0,0,0,5,1
12,0,1,4,9,4,3
13,0,0,0,7,6,13
14,2,3,3,1,0,0
15,0,0,2,2,1,1
16,1,4,3,1,0,0
17,0,0,3,5,1,1
18,0,0,0,4,11,6
19,0,6,2,6,2,0
20,0,0,3,3,3,2
21,0,0,0,2,4,8
22,0,0,0,3,1,1
23,0,0,1,3,0,1
24,3,3,2,2,1,0
25,1,3,7,5,1,1
26,5,7,1,2,0,0
27,3,2,5,0,2,0
28,1,1,5,7,5,0
29,7,3,5,2,0,0
30,0,1,1,5,4,1
31,0,0,2,7,11,4
32,0,0,3,4,0,3
33,0,0,1,2,4,2
34,0,0,5,8,11,8
35,0,0,2,5,4,10
36,4,7,7,3,3,0
37,3,3,7,3,0,2
38,3,1,4,1,0,0
39,1,5,5,1,1,1
40,0,0,0,5,4,3
41,0,0,1,4,1,4
42,10,6,2,1,0,0
43,3,5,3,0,0,0
44,5,6,4,2,0,0
45,0,0,0,1,2,2
46,0,0,0,0,3,8
47,3,1,6,2,1,0
48,5,3,3,2,0,0
49,3,7,7,4,0,0
50,0,0,0,0,5,6
51,0,2,5,9,11,0
52,0,2,2,6,4,0
53,2,7,11,2,1,0
54,0,0,0,2,6,5
55,0,6,5,2,1,0
56,1,4,7,6,5,0
57,0,0,1,2,1,0
58,0,0,0,0,0,2
59,0,1,1,2,3,2
60,5,3,3,4,0,0
61,1,0,0,3,5,7
62,4,2,2,3,0,0
63,0,0,2,2,8,11
64,6,7,5,4,1,0
65,0,0,1,2,1,5
66,2,5,3,3,0,0
67,3,3,1,0,0,0
68,0,2,5,7,4,2
69,4,4,3,3,0,0
70,6,5,12,7,3,1
71,0,0,2,7,5,2
72,0,0,0,0,3,4
73,0,0,2,3,5,1
74,1,4,7,11,5,1
75,0,0,0,1,5,5
76,0,0,0,2,6,9
77,0,0,0,3,7,1
78,0,0,0,1,2,3
79,0,0,2,7,8,3
80,0,0,0,2,3,2
81,1,6,12,7,0,1
82,1,1,4,3,2,0
83,0,0,1,2,5,5
84,1,1,6,3,1,0
85,1,2,6,2,3,0
86,3,4,3,4,0,0
87,1,2,5,4,3,0
88,0,0,1,2,8,6
89,1,5,10,2,5,0
90,0,3,5,2,5,0
91,0,0,3,4,2,0
92,2,6,3,0,1,0
93,3,5,4,2,0,0
94,0,3,9,3,2,1
95,1,7,4,4,0,0
96,0,0,0,2,7,4
97,0,1,0,8,7,6
98,0,0,0,1,5,12
99,0,0,2,4,4,5
100,0,0,4,1,1,0
101,3,4,2,2,0,0
102,0,0,0,0,4,8
103,2,4,6,6,2,1
104,0,3,6,5,2,1
105,0,0,0,1,6,10
106,3,2,2,2,0,0
107,3,6,5,3,0,0
108,3,3,5,3,0,1
109,1,0,1,7,6,0
110,3,0,1,3,0,0
111,0,0,2,3,1,0
112,0,0,0,5,3,0
113,3,6,7,5,1,0
114,0,0,0,2,5,15
115,1,4,7,3,4,0
116,4,2,8,1,0,0
117,0,0,0,2,4,9
118,0,0,0,2,4,3
119,0,2,3,4,13,5
120,0,0,0,2,5,1
121,0,0,1,2,9,11
122,0,0,0,3,12,9
123,0,4,2,2,0,0
124,0,1,3,4,1,0
125,0,4,1,1,1,0
126,0,0,1,5,2,4
127,7,9,7,0,1,0
128,0,1,2,6,5,2
129,2,3,1,1,2,0
130,0,2,4,4,2,1
131,4,4,4,4,4,0
132,3,1,1,0,0,0
133,0,2,8,0,1,0
134,0,0,1,3,4,3
135,0,0,0,2,7,12
136,0,1,6,8,1,1
137,5,5,2,1,0,0
138,0,2,4,5,3,2
139,0,0,0,1,4,5
140,3,5,9,2,0,0
141,1,9,5,4,1,0
142,0,0,3,3,1,2
143,0,0,1,8,7,4
144,0,0,0,0,9,12
145,1,2,2,2,1,0
146,0,0,0,0,5,7
147,1,3,8,2,3,1
148,0,5,9,3,0,0
149,0,0,2,1,3,0
150,0,0,0,5,6,4
151,0,0,1,5,7,11
152,1,4,4,0,0,0
153,0,0,0,0,7,5
154,0,2,2,11,4,0
155,0,0,2,6,2,2
156,0,2,1,3,0,1
157,0,0,2,1,4,2
158,2,8,2,1,0,0
159,0,6,3,1,0,0
160,0,1,2,9,1,1
161,0,0,0,1,9,3
162,0,1,3,2,4,2
163,4,2,1,4,2,0
164,1,1,5,5,0,0
165,0,2,3,3,0,1
166,0,0,0,2,8,13
167,1,1,4,3,3,0
168,1,2,1,1,1,0
169,0,1,5,3,1,1
170,0,0,0,2,8,6
171,0,0,0,1,6,9
172,0,2,3,5,2,0
173,6,5,3,0,0,0
174,0,1,0,1,5,3
175,3,6,5,2,1,0
176,0,1,1,0,1,0
177,0,0,1,3,7,1
178,0,3,2,9,5,0
179,10,11,10,0,0,0
180,0,0,1,2,6,7
181,1,5,6,1,0,0
182,0,0,1,5,2,3
183,0,0,7,3,0,0
184,5,3,8,0,1,0
185,1,0,2,3,5,1
186,2,3,5,1,0,1
187,0,0,1,6,10,4
188,0,0,0,3,7,7
189,6,8,1,2,0,0
190,0,0,0,1,3,5
191,4,3,2,0,0,0
192,5,3,4,1,0,1
193,0,0,0,2,4,6
194,0,0,2,0,7,7
195,0,3,3,6,4,1
196,0,0,1,2,3,7
197,1,5,6,2,0,0
198,0,1,2,11,4,3
199,0,3,4,6,2,0
200,2,9,2,2,0,0
201,6,6,4,0,1,0
202,2,3,3,3,1,0
203,0,0,1,3,4,2
204,0,0,1,3,4,10
205,2,2,4,0,1,0
206,0,0,0,2,1,3
207,1,0,3,2,1,0
208,0,1,2,3,5,3
209,4,2,0,0,0,0
210,0,0,2,4,2,2
211,0,4,4,1,1,0
212,0,4,7,4,0,0
213,0,0,1,3,7,9
214,2,3,8,0,1,0
215,1,2,3,4,0,1
216,1,3,4,1,0,0
217,0,2,8,8,0,1
218,1,5,5,5,4,0
219,0,4,4,6,5,2
220,0,9,7,6,1,0
221,0,0,1,4,3,5
222,0,0,0,2,6,5
223,0,3,6,5,3,1
224,2,4,8,9,1,1
225,1,1,6,2,1,0
226,0,0,0,1,3,2
227,0,0,3,3,7,9
228,0,0,3,5,6,3
229,2,6,4,6,1,1
230,0,0,0,3,4,6
231,0,0,0,3,9,5
232,1,4,4,2,0,0
233,4,4,2,0,0,0
234,2,2,5,4,2,1
235,1,2,3,5,5,0
236,0,0,0,2,2,12
237,0,1,2,4,2,2
238,0,4,5,4,1,0
