Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6
1,5,8,10,0,1,0
2,2,3,4,2,0,0
3,6,4,4,0,0,0
4,1,5,4,1,0,0
5,3,3,1,1,1,0
6,0,0,1,4,1,3
7,0,0,0,2,2,1
8,11,6,2,1,0,0
9,0,0,0,3,8,3
10,0,1,3,1,1,3
11,0,0,1,4,6,0
12,0,0,4,5,8,5
13,0,0,0,4,7,2
14,2,4,2,1,0,1
15,0,0,4,3,0,0
16,0,5,0,0,0,0
17,1,1,7,6,1,0
18,0,0,1,2,4,3
19,0,2,6,1,2,1
20,0,0,2,1,1,0
21,0,0,0,2,5,7
22,0,0,1,2,3,1
23,0,1,1,2,3,0
24,1,3,5,4,1,0
25,2,2,4,4,3,0
26,2,3,3,0,0,0
27,2,3,1,2,0,0
28,0,2,3,5,4,0
29,7,2,2,1,0,0
30,1,0,1,2,2,1
31,0,0,1,3,7,3
32,0,1,1,2,5,2
33,0,0,1,1,4,4
34,0,1,2,8,8,2
35,0,0,1,6,5,6
36,1,4,4,2,0,0
37,0,5,7,2,0,0
38,0,4,4,3,0,0
39,2,4,7,1,1,0
40,0,0,0,2,6,5
41,0,0,2,3,4,0
42,2,8,2,2,0,0
43,0,3,1,2,1,0
44,8,7,4,1,0,0
45,0,0,1,2,4,2
46,0,0,0,1,2,12
47,2,4,3,0,0,0
48,2,2,7,5,0,0
49,0,3,2,3,0,0
50,0,0,0,0,2,3
51,1,4,4,6,5,1
52,0,1,0,4,4,3
53,6,5,4,4,1,0
54,0,0,1,0,5,9
55,0,4,9,4,2,0
56,1,2,7,6,3,0
57,0,0,2,1,2,0
58,0,0,0,4,2,5
59,0,0,0,1,5,1
60,2,5,1,0,0,0
61,0,0,1,3,5,0
62,3,0,4,2,1,0
63,0,0,0,1,8,15
64,3,5,3,3,0,1
65,0,0,0,1,3,4
66,0,2,6,3,0,1
67,4,2,1,1,0,0
68,0,3,5,2,2,1
69,1,2,3,1,0,0
70,1,6,7,1,2,0
71,0,0,3,3,8,4
72,0,0,1,1,3,4
73,0,0,1,4,3,2
74,0,4,4,13,5,0
75,0,0,1,2,6,2
76,0,0,0,1,2,9
77,0,1,0,6,3,1
78,0,1,1,0,6,0
79,0,1,1,4,5,2
80,0,0,3,6,2,2
81,2,5,4,3,1,0
82,0,2,4,3,4,1
83,0,0,0,1,4,5
84,0,2,3,2,1,0
85,0,2,3,2,3,0
86,0,2,4,3,1,0
